X,Y,OBJECTID,DESCRIPTION,IDENTIFIER,LATITUDE,LONGITUDE
-85.993728376116209,39.774600665607288,18368,Washington St - Cherry Tree Plaza - 9600 E,50665,397745931,-859937233
-85.98612867401414,39.775816466265304,18369,Washington Square Mall,50666,397758089,-859861236
-85.986919374141735,39.7749193659889,18370,Washington St - 10200 E,50667,397749118,-859869143
-85.980572672293803,39.775249266372228,18371,Washington St & Washington Pointe Dr,50668,397752417,-859805676
-85.977710371552178,39.775385166558806,18372,Washington St - 10700 E,50669,397753776,-859777053
-85.975154870785019,39.775490466648563,18373,Washington St - 10800 E,50670,397754829,-859751498
-85.970996869610005,39.775722666968527,18374,Washington St & German Church Rd,50671,397757151,-859709918
-85.964799167740281,39.776010867325297,18375,Washington St & Hugo St,50672,397760033,-859647941
-85.962235166970416,39.775028667303729,18376,Meijer E Washington St,50674,397750211,-859622301
-85.967268968449588,39.776070967158226,18377,Washington St & Monroe St,50675,397760634,-859672639
-85.971879369772367,39.775829666952404,18378,Washington St & German Church Rd,50676,397758221,-859718743
-85.976393071205607,39.775630866605482,18379,Washington St - 10700 E,50678,397756233,-859763880
-85.979338071939267,39.775534666483146,18380,Washington St - 10600 E,50679,397755271,-859793330
-85.98226767291851,39.775392466330715,18381,Washington St - 10400 E,50680,397753849,-859822626
-85.99098317545004,39.775008165850558,18382,Washington St & Mitthoefer Rd,50681,397750006,-859909781
-85.994051776338338,39.774821865622499,18383,Washington St - 9600 E,50682,397748143,-859940467
-85.998344477567926,39.774606365393126,18384,Washington St & Delbrick Ln,50683,397745988,-859983394
-86.001868278532683,39.774409965192945,18385,Washington St - 9400 E,50684,397744024,-860018632
-86.15103682526734,39.808354264001927,18900,29th St & New Jersey St,51839,398083467,-861510317
-86.149753724930463,39.808428164013264,18901,29th St & Central Ave,51840,398084206,-861497486
-86.147394424358126,39.810318364486911,18902,30th St & Park Ave,51842,398103108,-861473893
-86.145419823842346,39.810327364655102,18903,30th St & College Ave,51843,398103198,-861454147
-86.140580822445472,39.810620864870415,18904,30th St & Guilford Ave,51844,398106133,-861405757
-86.138727421761686,39.810637565014929,18905,30th St & Mac Pherson St,51845,398106300,-861387223
-86.136144621101934,39.810657565140247,18906,30th St & A J Brown Ave,51846,398106500,-861361395
-86.132252519969541,39.810706565396011,18907,30th St & Hovey St,51848,398106990,-861322474
-86.129712419158878,39.810702265434124,18908,30th St & Schofield Ave,51850,398106947,-861297073
-86.127712218597594,39.810716865638831,18909,30th St & Manlove Ave,51851,398107093,-861277071
-86.126499418177815,39.810714865652251,18910,30th St & Baltimore Ave,51852,398107073,-861264943
-86.124126217482072,39.81072516581105,18911,30th St & Hillside Ave,51854,398107176,-861241211
-86.120572416452774,39.81072876592787,18912,30th St & Tacoma Ave,51855,398107212,-861205673
-86.118226015883835,39.810732966086896,18913,30th St & Eastern Ave,51857,398107254,-861182209
-86.114884914823108,39.810730366275756,18914,30th St - 3000 E,51859,398107228,-861148798
-86.112193414000018,39.810730866312369,18915,30th St & Dearborn St,51860,398107233,-861121883
-86.109824913265655,39.810743866442891,18916,30th St & Adams St,51861,398107363,-861098198
-86.107456612603912,39.810747566595239,18917,30th St & Olney St,51863,398107400,-861074515
-86.105943412178647,39.810752566622398,18918,30th St & Gale St,51864,398107450,-861059383
-86.104339711681902,39.810754166768021,18919,30th St & Station St,51865,398107466,-861043346
-86.102837011329541,39.810735266862359,18920,30th St & Sherman Ave,51866,398107277,-861028319
-86.099468310257919,39.810781866996344,18921,30th St & Chester Ave,51868,398107743,-860994632
-86.096602409432649,39.810809767150417,18922,30th St & Gladstone Ave,51870,398108022,-860965973
-86.093850508687595,39.810836767278019,18923,30th St & Euclid Ave,51872,398108292,-860938454
-86.091353007946864,39.810868167439402,18924,30th St & Arthington Blvd,51874,398108606,-860913479
-86.08818970700041,39.81085276761241,18925,30th St & Aluminum Dr,51876,398108452,-860881846
-86.079077004299265,39.81091186803571,18926,30th St & Hawthorne Ln,51877,398109043,-860790719
-86.075895803418518,39.810910268176805,18927,30th St & Kristen Dr E,51878,398109027,-860758907
-86.073007202591796,39.81091186838443,18928,30th St & Layman Ave,51879,398109043,-860730021
-86.069758801620594,39.81089136849284,18929,30th St & Graham Ave,51881,398108838,-860697537
-86.065306200278911,39.810879568760072,18930,30th St & Campbell Ave,51883,398108720,-860653011
-86.063720198024427,39.788919564752973,18931,16th St & Arlington Ave,51885,397889120,-860637151
-86.06040969696798,39.788970564902513,18932,16th St & Sheridan Ave,51886,397889630,-860604046
-86.057727696132119,39.788999765123322,18933,16th St & Ridgeview Dr,51887,397889922,-860577226
-86.052886594781981,39.789026465384197,18934,16th St & Pleasant Run Pkwy S Dr,51888,397890189,-860528815
-86.04944609380847,39.789045765540017,18935,16th St & Edmondson Ave,51889,397890382,-860494410
-86.045543692459702,39.78639986525549,18936,Shadeland Ave & Hiner Ln,51892,397863923,-860455386
-86.045538692258205,39.784919464909635,18937,Shadeland Ave & 13th St,51893,397849119,-860455336
-86.045288391971866,39.78282486461071,18938,Shadeland Ave & 11th St,51895,397828173,-860452833
-86.045288292314581,39.785786165122438,18939,Shadeland Ave & Hiner St,51896,397857786,-860452832
-86.045288292359629,39.787197665343697,18940,Shadeland Ave & 14th St,51897,397871901,-860452832
-86.045335992680123,39.790517666028386,18941,Shadeland Ave & 17th St,51898,397905101,-860453309
-86.045362893104951,39.79604986699848,18942,Shadeland Ave & 21st St,51899,397960423,-860453578
-86.045723193214414,39.795662166924224,18943,Shadeland Ave & 21st St,51900,397956546,-860457181
-86.045601192859451,39.791084666094079,18944,Shadeland Ave & 17th St,51901,397910771,-860455961
-86.046088892838213,39.789156665669019,18945,16th St & Shadeland Ave,51902,397891491,-860460838
-86.049818493834564,39.789104065450729,18946,16th St & Edmondson Ave,51903,397890965,-860498134
-86.052437594707698,39.78907856535799,18947,16th St & Pleasant Run Pkwy S Dr,51904,397890710,-860524325
-86.057603396151904,39.789049965089568,18948,16th St & Ridgeview Dr,51905,397890424,-860575983
-86.060700297062155,39.789029464991394,18949,16th St & Sheridan Ave,51906,397890219,-860606952
-86.062762399517737,39.810906668897694,18950,30th St & Webster Ave,51907,398108991,-860627573
-86.057781698122639,39.810945669102452,18951,30th St & Ridgeview Dr,51908,398109381,-860577766
-86.053332996696255,39.810970669360074,18952,30th St - 6555 E,51910,398109631,-860533279
-86.051060296049044,39.810979169458776,18953,30th St - 6700 E,51911,398109716,-860510552
-86.047282895000947,39.810995069677197,18954,30th St & Shadeland Ave,51912,398109875,-860472778
-86.046936294889449,39.811148169654039,18955,30th St & Shadeland Ave,51913,398111406,-860469312
-86.050312895812496,39.811147469522254,18956,30th St - 6800 E,51914,398111399,-860503078
-86.053689496838118,39.811131269354767,18957,30th St - 6550 E,51915,398111237,-860536844
-86.057517097938444,39.811100369121228,18958,30th St & Ridgeview Dr,51917,398110928,-860575120
-86.062940899503062,39.811060768830565,18959,30th St & Webster Ave,51918,398110532,-860629358
-86.065121900184508,39.811067668729351,18960,30th St & Arlington Ave,51919,398110601,-860651168
-86.068135701104552,39.811059168609098,18961,30th St & Priscilla Ave,51920,398110516,-860681306
-86.069820901621824,39.8110493685747,18962,30th St & Graham Ave,51921,398110418,-860698158
-86.006920180051239,39.774162364904207,18386,Washington St & Galeston Ave,50686,397741548,-860069151
-86.008872380587619,39.774072364765502,18387,Washington St & Post Rd,50687,397740648,-860088673
-86.013002981719907,39.773849664482313,18388,Washington St & Routiers Ave,50689,397738421,-860129979
-86.01651788278609,39.77367256427015,18389,Washington St & Gibson Ave,50690,397736650,-860165128
-86.019461283642499,39.773516664077711,18390,Washington St & Eaton Ave,50691,397735091,-860194562
-86.022758784626234,39.773350563910071,18391,Washington St & Cecil Ave,50692,397733430,-860227537
-86.02599808549067,39.773182363698524,18392,Washington St & Franklin Rd,50693,397731748,-860259930
-86.034451487988093,39.772723463210156,18393,Washington St & Mitchner Ave,50694,397727159,-860344464
-86.036935888754826,39.772599863085013,18394,Washington St & Sadlier Dr,50695,397725923,-860369308
-86.041251189893728,39.772422462900096,18395,Washington St & Shortridge Rd,50696,397724149,-860412461
-86.050998392833634,39.771879662249724,18396,Washington St & Elizabeth St,50697,397718721,-860509933
-86.051997893047457,39.771820962221007,18397,Washington St & Irwin St,50698,397718134,-860519928
-86.053330293465564,39.771755362146166,18398,Washington St & Pasadena St,50699,397717478,-860533252
-86.055271194068752,39.771647361958117,18399,Washington St & Kitley Ave,50700,397716398,-860552661
-86.057308594688891,39.771541361910053,18400,Washington St & Ridgeview Dr,50701,397715338,-860573035
-86.059949895454224,39.771394761757008,18401,Washington St & Sheridan Ave,50702,397713872,-860599448
-86.062117795975553,39.771283661553113,18402,Washington St & Webster Ave,50703,397712761,-860621127
-86.063838896564405,39.771192461488688,18403,Washington St & Arlington Ave,50704,397711849,-860638338
-86.066782897412168,39.771036661328935,18404,Washington St & Bolton Ave,50705,397710291,-860667778
-86.070072698240978,39.770882861130445,18405,Washington St & Audubon Rd,50706,397708753,-860700676
-86.07270229901097,39.770748660944122,18406,Washington St & Johnson Ave,50707,397707411,-860726972
-86.075595699960246,39.770600860848454,18407,Washington St & Irvington Ave,50708,397705933,-860755906
-86.078208000671879,39.770475460685169,18408,Washington St & Hawthorne Ln,50709,397704679,-860782029
-86.08071970143682,39.770350460479101,18409,Washington St & Butler Ave,50711,397703429,-860807146
-86.083583502263465,39.770211560378947,18410,Washington St & Emerson Ave,50712,397702040,-860835784
-86.087248203262718,39.770033360073917,18411,Washington St & Dequincy St,50714,397700258,-860872431
-86.090060604179371,39.769888059910883,18412,Washington St & Bosart Ave,50716,397698805,-860900555
-86.092417304847274,39.7697685598676,18413,Washington St & Linwood Ave,50717,397697610,-860924122
-86.094880205560969,39.76964085971116,18414,Washington St & Colorado Ave,50718,397696333,-860948751
-86.096389106010079,39.769569659622455,18415,Washington St & Gladstone Ave,50719,397695621,-860963840
-86.098441406561932,39.769457859507092,18416,Washington St & Chester Ave,50720,397694503,-860984363
-86.09996340696307,39.769375359376752,18417,Washington St & Denny St,50721,397693678,-860999583
-86.101866007580995,39.769281159196694,18418,Washington St & Sherman Dr,50722,397692736,-861018609
-86.103686608111758,39.769217159138201,18419,Washington St & Kealing Ave,50723,397692096,-861036815
-86.105586408647568,39.769114159093299,18420,Washington St & Woodland Dr,50724,397691066,-861055813
-86.109390509709016,39.768931158808201,18421,Washington St & Lasalle St,50725,397689236,-861093854
-86.111511110368994,39.76881245871423,18422,Washington St & Gray St,50726,397688049,-861115060
-86.113028710712186,39.768700358597002,18423,Washington St & Oakland Ave,50727,397686928,-861130236
-86.11623281167212,39.768470558349918,18424,Washington St & Rural St,50729,397684630,-861162277
-86.118580912398087,39.768261858180821,18425,Washington St & Temple Ave,50730,397682543,-861185758
-86.121612813226889,39.768048858001436,18426,Washington St & Keystone Ave,50732,397680413,-861216077
-86.123739513914899,39.767886557963571,18427,Washington St & Koweba Ln,50733,397678790,-861237344
-86.125712714351735,39.76775005783864,18428,Washington St & Hamilton Ave,50734,397677425,-861257076
-86.128712915304774,39.767522957643706,18429,Washington St & Randolph St,50736,397675154,-861287078
-86.130448015733023,39.767407957485204,18430,Washington St & State Ave,50737,397674004,-861304429
-86.131693816136192,39.767318357438668,18431,Washington St & Summit St,50738,397673108,-861316887
-86.132987416453531,39.767222457364909,18432,Washington St & Arsenal Ave,50739,397672149,-861329823
-86.135165517164751,39.767069257204703,18433,Washington St & Oriental St,50740,397670617,-861351604
-86.138304018077676,39.767015557036487,18434,Washington St & Highland Ave,50741,397670080,-861382989
-86.139574418434691,39.767017056929561,18435,Washington St & Cruse St,50742,397670095,-861395693
-86.144925920054291,39.76696565669787,18436,Washington St & Davidson St,50743,397669581,-861449208
-86.14714512059092,39.766936056550485,18437,Washington St & Park Ave,50744,397669285,-861471400
-86.148789121076291,39.766967956484507,18438,Washington St & East St,50745,397669604,-861487840
-86.168615927047497,39.767379155613639,18439,Washington St & West St - White River State Park,50750,397673716,-861686108
-86.170458427398614,39.765607055116,18440,Washington St & Schumacher Way,50751,397655995,-861704533
-86.176971829266094,39.764634554666181,18441,Washington St & White River Pkwy W Dr,50752,397646270,-861769667
-86.186681132296513,39.767344954620889,18442,Washington St & Harding St,50753,397673374,-861866760
-86.188118232766655,39.767209454629445,18443,Washington St & Koehne St,50754,397672019,-861881131
-86.192503134020853,39.766763854269726,18444,Washington St & Miley Ave,50756,397667563,-861924980
-86.193976734404174,39.766599454159866,18445,Washington St & Elder Ave,50757,397665919,-861939716
-86.196641235209029,39.766349753948255,18446,Washington St & Belmont Ave,50758,397663422,-861966361
-86.200296436195927,39.765983753720413,18447,Washington St & Tremont St,50759,397659762,-862002913
-86.202665136833502,39.765751953577848,18448,Washington St & Belleview Pl,50760,397657444,-862026600
-86.204782137468499,39.765543353470207,18449,Washington St & Holmes Ave,50761,397655358,-862047770
-86.206992638126351,39.765296553321839,18450,Washington St & Warman Ave,50762,397652890,-862069875
-86.209510738863926,39.765065253064051,18451,Washington St & Hancock St,50763,397650577,-862095056
-86.212354939622713,39.76463765288424,18452,Washington St & Tibbs Ave,50764,397646301,-862123498
-86.214314440133975,39.764019352665422,18453,Washington St & Tibbs Ave,50765,397640118,-862143093
-86.217249040863678,39.763284852366041,18454,Washington St & Alton Ave,50766,397632773,-862172439
-86.219355241454082,39.762865352187369,18455,Washington St & Rockville Rd,50767,397628578,-862193501
-86.220760741885186,39.762073051963654,18456,Washington St & Rochester Ave,50768,397620655,-862207556
-86.223219442571974,39.761241351734981,18457,Washington St & Livingston Ave,50769,397612338,-862232143
-86.22646464332513,39.760247551340818,18458,Washington St & Mc Clure St,50770,397602400,-862264595
-86.228075043783107,39.759744951169765,18459,Washington St & Lockburn St,50771,397597374,-862280699
-86.230881144638431,39.758893550943789,18460,Washington St & Wichser Ave,50772,397588860,-862308760
-86.232724545129713,39.758312350700898,18461,Washington St & Lyons Ave,50773,397583048,-862327194
-86.234865645670311,39.757647850441437,18462,Washington St & Roena St,50774,397576403,-862348605
-86.236602946095815,39.757106450262363,18463,Washington St & Fleming St,50775,397570989,-862365978
-86.239057646720525,39.756361150040874,18464,Washington St & Edgehill Rd,50776,397563536,-862390525
-86.241440547368143,39.755629949839168,18465,Washington St & Cole St,50777,397556224,-862414354
-86.243895948097332,39.754865549470772,18466,Washington St & Auburn St,50778,397548580,-862438908
-86.24638674876833,39.754116949251802,18467,Washington St - 5250 W,50779,397541094,-862463816
-86.24945094953145,39.753175848942611,18468,Washington St & Lynhurst Dr,50780,397531683,-862494458
-86.25158525016468,39.752526748691579,18469,Washington St & Biltmore Ave,50781,397525192,-862515801
-86.071445302031577,39.811061768458522,18963,30th St & Lesley Ave,51922,398110542,-860714402
-86.07376770279339,39.81106056834642,18964,30th St & Ritter Ave,51924,398110530,-860737626
-86.076781803635171,39.811064768139623,18965,30th St & Kristen Dr W,51925,398110572,-860767767
-86.078670704175849,39.811067868126798,18966,30th St & Hawthorne Ln,51926,398110603,-860786656
-86.087765706895198,39.811025867689885,18967,30th St & Ribble Rd,51927,398110183,-860877606
-86.091403407868441,39.810921267450169,18968,30th St & Arthington Blvd,51929,398109137,-860913983
-86.094121208768655,39.810893567329543,18969,30th St & Euclid Ave,51931,398108860,-860941161
-86.096470309430018,39.8108700671904,18970,30th St & Gladstone Ave,51933,398108625,-860964652
-86.099784010451955,39.810833466987916,18971,30th St & Chester Ave,51935,398108259,-860997789
-86.102331411091896,39.81081076682657,18972,30th St & Sherman Dr,51937,398108032,-861023263
-86.105658612149512,39.810808866654789,18973,30th St & Gale St,51939,398108013,-861056535
-86.107256112563817,39.8108053666679,18974,30th St & Olney St,51940,398107978,-861072510
-86.109536013235427,39.810813766538104,18975,30th St & Adams St,51942,398108062,-861095309
-86.111834713983583,39.810810766427224,18976,30th St & Dearborn St,51943,398108032,-861118296
-86.114801914735025,39.810791766190306,18977,30th St - 3000 E,51944,398107842,-861147968
-86.1166431153529,39.810795866117402,18978,30th St & Rural St,51945,398107883,-861166380
-86.119218216149235,39.810801866032584,18979,30th St & Temple Ave,51947,398107943,-861192131
-86.121215416647701,39.810807165940929,18980,30th St & Keystone Ave,51949,398107996,-861212103
-86.125136117859213,39.810785865709391,18981,30th St & Caroline Ave,51950,398107783,-861251310
-86.127448518592587,39.810779565592547,18982,30th St & Manlove Ave,51952,398107720,-861274434
-86.129811719200603,39.810830165468275,18983,30th St & Schofield Ave,51953,398108226,-861298066
-86.132473620054171,39.810771865408967,18984,30th St & Hovey St,51955,398107643,-861324685
-86.135397420789587,39.810759565267709,18985,30th St & A J Brown Ave,51957,398107520,-861353923
-86.138746221819076,39.81070686500437,18986,30th St & Winthrop Ave,51958,398106993,-861387411
-86.141416822584432,39.810680864929367,18987,30th St & Sutherland Ave,51959,398106733,-861414117
-86.151942625670657,39.810274364331342,18988,30th St & Washington Blvd,51960,398102668,-861519375
-86.146108929127067,39.870781375684984,18989,College Ave & 63rd St,52019,398707738,-861461038
-86.146136429269987,39.872793176095641,18990,College Ave & 64th St,52020,398727856,-861461313
-86.146012129433103,39.875569676525465,18991,College Ave & 66th St,52022,398755621,-861460070
-86.145974029628675,39.877349576897345,18992,College Ave & 67th St,52024,398773420,-861459689
-86.145704329750288,39.881044177566821,18993,College Ave & 70th St,52025,398810366,-861456992
-86.145710730047526,39.883564678031213,18994,College Ave & 71st St,52026,398835571,-861457056
-86.145741630198089,39.885260078315717,18995,College Ave & Nottingham Ct,52027,398852525,-861457365
-86.145750430524288,39.890159979316763,18996,College Ave & 75th St,52028,398901524,-861457453
-86.145801630940952,39.8949331801429,18997,College Ave & Private Dr - Indiana Blind School,52029,398949256,-861457965
-86.145794431189643,39.89654968046991,18998,College Ave & 78th St,52030,398965421,-861457893
-86.14580483153479,39.900595681176235,18999,College Ave & Forest Blvd,52031,399005881,-861457997
-86.145818731647836,39.902687281554329,19000,College Ave & 80th St,52032,399026797,-861458136
-86.145819731748915,39.904291181854596,19001,College Ave & 81st St,52033,399042836,-861458146
-86.145827631907608,39.906152582224784,19002,College Ave & 82nd St,52034,399061450,-861458225
-86.145810832169204,39.908670382632323,19003,College Ave & 84th St,52035,399086628,-861458057
-86.144702932204325,39.912471583408703,19004,86th St & Cedar Pl Dr,52036,399124640,-861446978
-86.142373531470028,39.91246078349581,19005,86th St & Guilford Ave,52037,399124532,-861423684
-86.138671430375652,39.912440083661572,19006,86th St & Evergreen Ave,52038,399124325,-861386663
-86.137402830023419,39.912432083769168,19007,86th St & Monon Trail,52039,399124245,-861373977
-86.134507029199199,39.912612483928925,19008,86th St & Westfield Blvd,52066,399126049,-861345019
-86.132932228741069,39.91244638401313,19009,86th St & Westfield Blvd,52067,399124388,-861329271
-86.129811027728962,39.912428684158137,19010,86th St & Cholla Rd,52068,399124211,-861298059
-86.127502327036424,39.912433184293072,19011,86th St - 1950 E,52069,399124256,-861274972
-86.122258225622275,39.912414884514014,19012,86th St & Woodfield Crossing Blvd,52070,399124073,-861222531
-86.117618024243782,39.912282584793161,19013,86th St & Haverstick Rd,52071,399122750,-861176129
-86.109359021936456,39.914730385565782,19014,Keystone Crossing - 8702 N,52072,399147228,-861093539
-86.109404022030063,39.915968885862327,19015,Keystone Crossing & Commerce Crossing,52073,399159613,-861093989
-86.107067621475039,39.916494385981878,19016,Commerce Crossing & River Crossing Blvd,52074,399164868,-861070625
-86.109593222184401,39.916033385771911,19017,Keystone Crossing & Commerce Crossing,52075,399160258,-861095881
-86.109598921967191,39.913533385342788,19018,Keystone Crossing - 8700 N,52076,399135258,-861095938
-86.1231267258038,39.912581484524409,19019,86th St & Manderley Dr,52077,399125739,-861231216
-86.127736727181556,39.912597284343789,19020,86th St - 1900 E,52078,399125897,-861277316
-86.129907527866564,39.912609584203338,19021,86th St & Cholla Rd,52079,399126020,-861299024
-86.136569029725138,39.912605883825549,19022,86th St & Monon Trail,52080,399125983,-861365639
-86.139226430501097,39.912603383735878,19023,86th St & Evergreen Ave,52081,399125958,-861392213
-86.141993031443192,39.912614083599777,19024,86th St & Guildford Ave,52082,399126065,-861419879
-86.145901632537885,39.911955483204977,19025,College Ave & 86th St,52083,399119479,-861458965
-86.145884932221207,39.909120082762001,19026,College Ave & 84th St,52084,399091125,-861458798
-86.145895131929365,39.906404682193205,19027,College Ave & 82nd St,52085,399063971,-861458900
-86.145878731647855,39.902918881653861,19028,College Ave & 80th St,52087,399029113,-861458736
-86.14588643149996,39.900895281251003,19029,College Ave & Forest Blvd,52088,399008877,-861458813
-86.145881131255905,39.896776580510831,19030,College Ave & 78th St,52089,398967690,-861458760
-86.14587133060806,39.890225779249093,19031,College Ave & 75th ST,52090,398902182,-861458662
-86.145917930287865,39.885588878439869,19032,College Ave & Nottingham Ct,52091,398855813,-861459128
-86.145905630129619,39.883406578061845,19033,College Ave & 71st St,52092,398833990,-861459005
-86.146198929543658,39.876765376746839,19034,College Ave & 66th St,52093,398767578,-861461938
-86.146214529544523,39.875415376528913,19035,College Ave & 65th St,52094,398754078,-861462094
-86.146328029231611,39.872744776013299,19036,College Ave & 64th St,52095,398727372,-861463229
-86.146265929073337,39.87051787570072,19037,College Ave & 63rd St,52096,398705103,-861462608
-86.117696524264431,39.912476784791458,19038,86th St & Haverstick Rd,52117,399124692,-861176914
-86.154054723384689,39.775711157882427,19039,Delaware St & North St,52200,397757036,-861540496
-86.154000923510239,39.77715505806767,19040,Delaware St & Ft Wayne Ave,52201,397771475,-861539958
-86.15394822369538,39.778971558393856,19041,Delaware St & 09th St,52202,397789640,-861539431
-86.153889023810521,39.780534858783277,19042,Delaware St & 10th St,52204,397805273,-861538839
-86.153881123939385,39.781911159004203,19043,Delaware St & 11th St,52205,397819036,-861538760
-86.153930424091129,39.784388459469554,19044,Delaware St & 13th St,52207,397843809,-861539253
-86.153897724198103,39.785592359720397,19045,Delaware St & 14th St,52208,397855848,-861538926
-86.153957824458899,39.787848760069537,19046,Delaware St & 16th St,52210,397878412,-861539527
-86.253592650601945,39.75189814854204,18470,Washington St & Norfolk St,50782,397518906,-862535875
-86.256443551426301,39.751024948149649,18471,Washington St & Ingomar St,50783,397510174,-862564384
-86.259244552183105,39.750184647891444,18472,Washington St & Morris St,50784,397501771,-862592394
-86.259587952230405,39.749812147846022,18473,Washington St & Morris St,50793,397498046,-862595828
-86.257510451636591,39.750513648098874,18474,Washington St & Whitcomb Ave,50794,397505061,-862575053
-86.255488151089367,39.751135948308189,18475,Washington St & Worth Ave,50795,397511284,-862554830
-86.253560950653821,39.751728148426174,18476,Washington St & Norfolk St,50796,397517206,-862535558
-86.250735649854079,39.752585348731671,18477,Washington St & Lynhurst Dr,50797,397525778,-862507305
-86.249067249394457,39.753098048990374,18478,Washington St & Lynhurst Dr,50798,397530905,-862490621
-86.24571674858818,39.754115149280594,18479,Washington St & Fuller Dr,50799,397541076,-862457116
-86.241613147490995,39.755397749695099,18480,Washington St & Woodrow Ave,50800,397553902,-862416080
-86.238747046644761,39.756296250015339,18481,Washington St & Edgehill Rd,50801,397562887,-862387419
-86.236925346184066,39.756856250284635,18482,Washington St & Fleming St,50802,397568487,-862369202
-86.234578845497396,39.757573950507449,18483,Washington St & Roena St,50803,397575664,-862345737
-86.232787945086443,39.758120750691482,18484,Washington St & Lyons Ave,50804,397581132,-862327828
-86.230707244500721,39.758752650855847,18485,Washington St & Collier St,50805,397587451,-862307021
-86.228308243908813,39.759490651128026,18486,Washington St & Foltz St,50806,397594831,-862283031
-86.22625394330781,39.760144251418716,18487,Washington St & Mc Clure St,50807,397601367,-862262488
-86.223563142622908,39.760957351657211,18488,Washington St & Luett Ave,50808,397609498,-862235580
-86.220777741820413,39.761875251923477,18489,Washington St & Rochester Ave,50809,397618677,-862207726
-86.216995940883081,39.76317585240399,18490,Washington St & Alton Ave,50810,397631683,-862169908
-86.214404940071546,39.763815352606642,18491,Washington St & Tibbs Ave,50811,397638078,-862143998
-86.212008639573526,39.764568952849253,18492,Washington St & Tibbs Ave,50812,397645614,-862120035
-86.209491738825776,39.76491445304044,18493,Washington St & Hancock St,50813,397649069,-862094866
-86.206625438011756,39.765196453225585,18494,Washington St & Warman Ave,50814,397651889,-862066203
-86.204260737321249,39.765440853491675,18495,Washington St & Addison St,50815,397654333,-862042556
-86.202167936677682,39.765639653535423,18496,Washington St & Mount St,50816,397656321,-862021628
-86.199194635775712,39.765927353790353,18497,Washington St & Tremont St,50817,397659198,-861991895
-86.196386435114547,39.766214553962023,18498,Washington St & Belmont Ave,50818,397662070,-861963813
-86.194708434576356,39.766394154089085,18499,Washington St & Elder Ave,50819,397663866,-861947033
-86.193013234023255,39.766572454218732,18500,Washington St & Reichwein St,50820,397665649,-861930081
-86.18803153259023,39.767042854553651,18501,Washington St & Harding St,50822,397670353,-861880264
-86.185600231923175,39.767207054747928,18502,Washington St & White River Pkwy W Dr,50823,397671995,-861855951
-86.181785930759673,39.765593154621662,18503,Washington St - Indianapolis Zoo - 1200 W,50824,397655856,-861817808
-86.176902729132905,39.764391254580843,18504,Washington St & White River Pkwy W Dr,50825,397643837,-861768976
-86.171300727556201,39.76423895483471,18505,Washington St & Victory Field - 800 W,50826,397642314,-861712956
-86.243453047927758,39.754818649558779,18506,Washington St & Auburn St,50831,397548111,-862434479
-86.271649455530934,39.746352546523156,18507,Washington St & Dukane Way,50836,397463450,-862716443
-86.275055156425793,39.745307146163363,18508,Washington St & Brant St,50837,397452996,-862750500
-86.277379357091618,39.744600245915152,18509,Washington St & Sigsbee St,50838,397445927,-862773742
-86.282105658320148,39.743144645510874,18510,Washington St & Banner Ave,50839,397431371,-862821005
-86.285186459040673,39.742183545097177,18511,Washington St & Western Dr,50840,397421760,-862851813
-86.289606760281728,39.74081844462065,18512,Washington St & Girls School Rd,50841,397408109,-862896016
-86.295145261780547,39.739101244013661,18513,Washington St & Research Way,50842,397390937,-862951401
-86.302309863666807,39.736882843314028,18514,Washington St & Hamblem Dr,50843,397368753,-863023047
-86.309860765709601,39.734549542541934,18515,Washington St & New Haven Dr,50844,397345420,-863098556
-86.31616396733601,39.7326046418207,18516,Washington St & Burke Ave,50845,397325971,-863161588
-86.315700967219627,39.732538141868893,18517,Washington St & Burke Ave,50846,397325306,-863156958
-86.310144465795176,39.734222142367813,18518,Washington St & New Haven Dr,50847,397342146,-863101393
-86.30269656384769,39.736577843181458,18519,Washington St & Hamblen Dr,50848,397365703,-863026914
-86.295489461838059,39.738811543985072,18520,Washington St & Research Way,50849,397388040,-862954843
-86.28934976025505,39.740715144707572,18521,Washington St & Girls School Rd,50850,397407076,-862893446
-86.28551115921735,39.741905745060315,18522,Washington St & Western Dr,50851,397418982,-862855060
-86.281388958094894,39.743173845526577,18523,Washington St & Banner Ave,50852,397431663,-862813838
-86.277038756838664,39.74451174592491,18524,Washington St & Sigsbee St,50853,397445042,-862770336
-86.274617156256639,39.745256646255001,18525,Washington St & Brant St,50854,397452491,-862746120
-86.2717719555244,39.74613414648487,18526,Washington St & Dukane Way,50855,397461266,-862717668
-86.298030460376921,39.713086839100228,18527,Indianapolis Airport,50857,397130793,-862980253
-86.166722227177928,39.776478357357526,18528,MLK St & Walnut St,50900,397764708,-861667171
-86.168286428097105,39.781950658305348,18529,MLK St & 11th St,50901,397819431,-861682813
-86.168306428256955,39.784186858707535,18530,MLK St & 12th St,50902,397841793,-861683013
-86.168318428440216,39.785598158925559,18531,MLK St & Ransom St,50904,397855906,-861683133
-86.168328228610363,39.787560959270351,18532,MLK St & 16th St,50905,397875534,-861683231
-86.168353428733354,39.789646659692444,18533,MLK St & 17th St,50906,397896391,-861683483
-86.168409529001181,39.79280416028238,18534,MLK St - 2000 N,50907,397927966,-861684044
-86.168783729348831,39.795227860699306,18535,MLK St & 21st St,50908,397952203,-861687786
