OBJECTID,PARCEL_TAG,PARCEL_I,PARCEL_C,STREETADDRESS,CITY,ID,UTILITY_ST,USPS_VACANCY,TAX_DELINQUENT,SURPLUS,REPAIR_ORDER,DEMO_ORDER,IMPROVEMENT,SOURCE,SHAPEAREA,SHAPELEN
1762,1056819,1073824,1073824,654 RIVER AVE,INDIANAPOLIS,230655,1,0,1,0,0,0,0,MO,5999.45354229249,379.982102447062
1763,1265642,9050913,9050913,8806 W 21ST ST,INDIANAPOLIS,61314,0,1,1,0,0,0,1,MO,47410.5919967629,971.05654163539
1764,1011910,1012217,1012217,623 EUGENE ST,INDIANAPOLIS,240164,1,0,1,0,0,0,1,MO,5132.59360105437,336.629945502022
1765,1176787,7003537,7003537,3606 N WHITTIER PL,INDIANAPOLIS,80715,1,1,1,1,1,0,1,MO,10023.9519513582,515.842028571843
1766,1006385,1017493,1017493,3322 ELMIRA ST,INDIANAPOLIS,53527,0,1,1,0,0,0,1,MO,2299.7364049753,191.990257092972
1767,1047593,1038766,1038766,209 JEFFERSON AVE,INDIANAPOLIS,100166,1,1,1,0,1,0,1,MO,4133.19720112804,335.549464060627
1768,1320026,9037806,9037806,2111 W 10TH ST,INDIANAPOLIS,66256,0,1,1,1,1,0,1,MO,2699.48433114494,209.98060465344
1769,1044740,1041821,1041821,330 N REISNER ST,INDIANAPOLIS,132976,1,1,1,0,1,0,1,MO,3392.97697467241,305.331563801593
1770,1045700,1059882,1059882,345 N WALCOTT ST,INDIANAPOLIS,298734,1,0,1,0,0,0,1,MO,5503.50436828084,355.183035249067
1771,1179154,7023505,7023505,5325 WINSTON PL,INDIANAPOLIS,127651,1,1,1,0,0,0,1,MO,9645.61161677524,446.990956625799
1772,1061781,1092743,1092743,1133 S DREXEL AVE,INDIANAPOLIS,34921,1,1,1,0,1,0,1,MO,9233.85826875562,441.813666532728
1773,1011079,1094266,1094266,2946 N EUCLID AVE,INDIANAPOLIS,61085,0,1,1,0,0,0,1,MO,6391.03501814714,399.552033327364
1774,1035022,1072308,1072308,1117 LARCH ST,INDIANAPOLIS,333831,1,1,1,0,1,0,1,MO,4940.00757489063,336.00030576467
1775,1023719,1024209,1024209,2120 CARROLLTON AVE,INDIANAPOLIS,12242,0,1,1,0,0,0,1,MO,10537.2019352912,528.067675280513
1776,1198440,7012616,7012616,5205 E MICHIGAN ST,INDIANAPOLIS,83317,0,1,1,0,0,0,1,MO,10281.9379511532,443.099199130481
1777,1019424,1017787,1017787,2415 SHELDON ST,INDIANAPOLIS,229574,1,1,1,1,1,0,1,MO,4951.59548979515,323.862306870815
1778,1042291,1035095,1035095,4110 E MICHIGAN ST,INDIANAPOLIS,255601,1,1,1,0,1,0,1,MO,4000.11267069703,280.008550598863
1779,1026120,1022635,1022635,2015 N SENATE AVE,INDIANAPOLIS,28697,0,1,1,0,0,0,1,MO,5387.69701329765,419.187378876464
1780,1006493,1076743,1076743,962 W 33RD ST,INDIANAPOLIS,90377,0,1,1,0,0,0,1,MO,6194.92907871654,423.999397388938
1781,1308234,4008644,4008644,5619 LAUREL HALL DR,INDIANAPOLIS,242406,0,1,1,0,0,0,1,MO,15545.5639088017,548.659993424424
1782,1013408,1090995,1090995,1432 UDELL ST,INDIANAPOLIS,104108,0,1,1,0,1,0,1,MO,5802.15955669695,360.293806098567
1783,1065030,1022196,1022196,1446 CHARLES ST,INDIANAPOLIS,260842,1,1,1,0,1,0,1,MO,4463.46057235616,275.044921386397
1784,1317548,1089353,1089353,3702 KINNEAR AVE,INDIANAPOLIS,161431,0,1,1,0,1,0,1,MO,5684.98725296696,361.123641635589
1785,1011720,1021224,1021224,2931 N DENNY ST,INDIANAPOLIS,272078,1,1,1,0,0,0,1,MO,14271.3453805218,529.962903473616
1786,1278812,9020736,9020736,3318 W MICHIGAN ST,INDIANAPOLIS,25718,0,1,1,1,1,0,1,MO,6008.35918835963,380.497219493886
1787,1000069,1053368,1053368,3649 N LASALLE ST,INDIANAPOLIS,136643,1,0,1,0,1,0,1,MO,9400.20132994054,476.011337427903
1788,1125254,4017152,4017152,9205 BRENTWOOD CT,INDIANAPOLIS,161390,1,0,1,0,0,0,0,MO,914.486859587978,144.348366421169
1789,1124379,4014416,4014416,4248 DUBARRY RD,INDIANAPOLIS,234628,0,1,1,0,0,0,1,MO,7369.23577143042,353.975733032133
1790,1058691,1022489,1022489,914 MARION AVE,INDIANAPOLIS,63009,0,1,1,0,0,0,1,MO,6000.21625047096,380.002299498216
1791,1000483,1102389,1102389,3638 GRACELAND AVE,INDIANAPOLIS,187426,0,1,1,0,1,0,1,MO,5164.29555840539,339.4536261676
1792,1279819,9015270,9015270,428 HAUGH ST,INDIANAPOLIS,32033,1,1,1,0,0,0,1,MO,3972.22409487391,312.367890807023
1793,1046075,1003624,1003624,3710 E MARKET ST,INDIANAPOLIS,156729,0,1,1,0,0,0,1,MO,5680.54859067311,364.022018278595
1794,1288766,9019529,9019529,733 S BELLEVIEW PL,INDIANAPOLIS,159127,0,1,1,0,0,0,1,MO,5568.59408598744,354.007976483477
1795,1066286,1081037,1081037,1456 KAPPES ST,INDIANAPOLIS,184412,1,1,1,0,0,0,1,MO,1734.20250715696,170.038905040447
1796,1010974,1025243,1025243,317 W 30TH ST,INDIANAPOLIS,312783,1,1,1,0,0,0,1,MO,3297.7630395456,255.209835535425
1797,1013238,1016504,1016504,2848 N DENNY ST,INDIANAPOLIS,293722,1,0,1,1,1,0,1,MO,7136.17129405923,454.781667162181
1798,1047808,1014243,1014243,229 N STATE AVE,INDIANAPOLIS,307121,1,0,1,1,0,0,0,MO,5461.74314247226,337.372859113486
1799,1006274,1017812,1017812,3266 HOVEY ST,INDIANAPOLIS,130003,0,1,1,0,0,0,1,MO,6759.70337179165,418.006560247153
1800,1010172,1091667,1091667,3404 E 30TH ST,INDIANAPOLIS,100495,1,1,1,0,0,0,1,MO,5174.63140164598,289.374091690615
1801,1069495,1003875,1003875,1843 S KEYSTONE AVE,INDIANAPOLIS,244902,0,1,1,0,0,0,1,MO,5468.72430766552,353.433604903755
1802,1021488,1077261,1077261,817 E 23RD ST,INDIANAPOLIS,17994,0,1,1,1,0,0,0,MO,2473.63909130355,203.70836717002
1803,1020227,1089971,1089971,2341 ADAMS ST,INDIANAPOLIS,236782,0,1,1,0,1,0,1,MO,6498.03074037053,393.163383569844
1804,1217095,8004695,8004695,7910 OAK HILL DR,INDIANAPOLIS,87305,0,1,1,0,0,0,1,MO,137752.039286137,1494.86328577696
1805,1242311,8020876,8020876,5117 RALSTON AVE,INDIANAPOLIS,293968,0,1,1,0,0,0,1,MO,5629.11998264144,358.981366919568
1806,1033963,1048633,1048633,1523 BROOKSIDE AVE,INDIANAPOLIS,244887,1,1,1,0,0,0,1,MO,4662.63407279269,336.828981206164
1807,1005288,1006617,1006617,1441 W 35TH ST,INDIANAPOLIS,157645,0,1,1,0,1,0,1,MO,5251.16510079272,370.071940631749
1808,1275136,9018324,9018324,3660 W 10TH ST,INDIANAPOLIS,28440,0,1,1,0,0,0,1,MO,6828.95209939087,426.182808310032
1809,1046517,1056194,1056194,245 JEFFERSON AVE,INDIANAPOLIS,177084,1,1,1,0,0,0,1,MO,5439.73968599018,351.979766200108
1810,1323042,1001573,1001573,1735 S RILEY AVE,INDIANAPOLIS,106623,1,1,1,0,0,0,1,MO,17114.1904602336,706.061109415346
1811,1251804,8009603,8009603,4005 CORNELIUS AVE,INDIANAPOLIS,279528,0,1,1,0,0,0,1,MO,5000.25049083372,330.000286839383
2456,1316753,1081909,1081909,3715 N TEMPLE AVE,INDIANAPOLIS,315046,1,0,1,0,1,0,1,MO,9999.71081727852,500.002175412452
2457,1275416,9019195,9019195,3217 W 10TH ST,INDIANAPOLIS,148920,0,1,1,0,0,0,0,MO,4725.3826520071,340.026785711517
2458,1061571,1001166,1001166,1135 S CHESTER AVE,INDIANAPOLIS,186356,0,1,1,0,0,0,1,MO,7756.22720534242,412.142822926438
2459,1044988,1030099,1030099,3714 E NEW YORK ST,INDIANAPOLIS,24657,1,1,1,0,1,0,1,MO,5600.11613994668,360.012184866812
2460,1014871,1068128,1068128,2751 BROUSE AVE,INDIANAPOLIS,176510,0,1,1,0,0,0,1,MO,7128.17020932477,369.211989176146
2461,1206575,7015724,7015724,5438 E MINNESOTA ST,INDIANAPOLIS,285810,0,1,1,0,0,0,0,MO,8537.5948147263,413.286644207076
2462,1043115,1004967,1004967,3348 ROBSON ST,INDIANAPOLIS,73076,0,1,1,0,0,0,1,MO,5054.89316538795,342.034523015882
2463,1245689,8012793,8012793,2019 E 46TH ST,INDIANAPOLIS,162949,1,0,1,0,0,0,0,MO,5064.72904525854,337.738661648894
2464,1316471,1014252,1014252,3734 N CAPITOL AVE,INDIANAPOLIS,342971,0,1,1,0,0,0,1,MO,6428.56160504005,400.349544155952
2465,1065393,1066088,1066088,3024 COTTAGE AVE,INDIANAPOLIS,147760,1,0,1,1,0,0,0,MO,4909.93478974547,348.800823893293
2466,1246224,8013493,8013493,4528 NORWALDO AVE,INDIANAPOLIS,310126,0,1,1,0,0,0,1,MO,5599.80726425452,360.002781558293
2467,1064686,1079018,1079018,1346 KAPPES ST,INDIANAPOLIS,50885,1,1,1,0,0,0,1,MO,4922.34424902627,340.102578337223
2468,1008806,1087801,1087801,333 CONGRESS AVE,INDIANAPOLIS,278553,0,1,1,0,0,0,1,MO,4935.14285221086,326.760503388386
2469,1025559,1020189,1020189,2930 BROOKSIDE AVE,INDIANAPOLIS,302317,0,1,1,0,0,0,1,MO,5400.58286605396,350.043504112025
2470,1023359,1070784,1070784,2156 GENT AVE,INDIANAPOLIS,207424,0,1,1,1,0,0,0,MO,4724.91786688508,339.99299219614
2471,1125478,4018636,4018636,4035 ARQUETTE DR,INDIANAPOLIS,62836,1,1,1,0,0,0,1,MO,9368.60633568772,425.97447253536
2472,1316467,1028405,1028405,3733 N CAPITOL AVE,INDIANAPOLIS,328324,0,1,1,0,1,0,1,MO,5826.28335933295,370.370065131776
2473,1013903,1090980,1090980,2834 HIGHLAND PL,INDIANAPOLIS,244777,1,1,1,0,0,0,1,MO,5066.51899452707,345.059124325585
2474,1009342,1006330,1006330,1054 W 31ST ST,INDIANAPOLIS,120113,1,0,1,0,1,0,1,MO,5720.15609835494,366.01114931546
2475,1001866,1091431,1091431,3524 KINNEAR AVE,INDIANAPOLIS,49150,0,1,0,1,0,0,0,MO,5599.56735278953,359.997669988212
2476,1009540,1007795,1007795,3102 CLIFTON ST,INDIANAPOLIS,201528,1,0,1,0,0,0,1,MO,3000.16433904702,230.011031115823
2477,1048175,1044530,1044530,213 N WALCOTT ST,INDIANAPOLIS,7593,1,0,0,1,0,0,0,MO,5462.62411889877,337.412861090134
2478,1006541,1038668,1038668,1256 W 33RD ST,INDIANAPOLIS,254714,1,1,1,0,0,0,1,MO,6195.84824144104,424.049557367459
2479,1059621,1078754,1078754,1819 WOODLAWN AVE,INDIANAPOLIS,46410,0,1,1,0,0,0,0,MO,3519.99430625144,283.999806109221
2480,1040743,1074961,1074961,622 N RURAL ST,INDIANAPOLIS,241435,1,0,1,0,1,0,1,MO,5726.68543520213,366.355794655099
2481,1288925,9011121,9011121,705 S WHITCOMB AVE,INDIANAPOLIS,256033,1,1,1,0,0,0,1,MO,5839.0167919972,371.974628982943
2482,1005522,1098867,1098867,114 E 33RD ST,INDIANAPOLIS,120070,0,1,1,0,0,0,1,MO,2050.4576785354,182.03500587493
2483,1008220,1009099,1009099,3131 RALSTON AVE,INDIANAPOLIS,175541,1,1,1,0,0,0,1,MO,5240.05581238362,342.011998796976
2484,1175859,7033441,7033441,3666 NEWGATE LN,INDIANAPOLIS,173899,1,0,1,0,0,0,0,MO,903.364524519583,149.935104473058
2485,1203926,7009857,7009857,5830 GREENFIELD AVE,INDIANAPOLIS,153588,0,1,1,0,0,0,1,MO,6584.86937051724,411.003264319379
2486,1063687,1044575,1044575,154 W ARIZONA ST,INDIANAPOLIS,150025,0,1,1,0,1,0,1,MO,4730.424597198,312.702701493731
2487,1265069,9005496,9005496,2119 LAFAYETTE RD,INDIANAPOLIS,121404,0,1,1,0,0,0,1,MO,8970.82394143945,444.276251645868
2488,1043084,1090662,1090662,451 N GRAY ST,INDIANAPOLIS,35501,0,1,1,0,0,0,1,MO,1979.98618848711,192.002744515708
2489,1046151,1004604,1004604,250 N TEMPLE AVE,INDIANAPOLIS,51413,1,0,0,1,0,0,0,MO,4395.76003890426,320.338406874046
2490,1013722,1029792,1029792,2813 BALTIMORE AVE,INDIANAPOLIS,191147,0,1,1,0,0,0,1,MO,6402.4083446821,358.012159548394
2491,1315880,1043428,1043428,3729 N DEQUINCY ST,INDIANAPOLIS,109326,0,1,1,0,0,0,1,MO,7947.64401773317,417.910783719774
2492,1046838,1016613,1016613,225 N TEMPLE AVE,INDIANAPOLIS,198420,1,1,1,0,0,0,1,MO,4999.38429383109,329.971354776727
2493,1007091,1056404,1056404,3164 STATION ST,INDIANAPOLIS,56015,0,1,1,0,1,0,1,MO,7599.80923521086,460.003083966847
2494,1028599,1020886,1020886,2546 BROOKWAY ST,INDIANAPOLIS,70511,1,1,1,0,0,0,1,MO,3711.28087272367,282.07195295304
2495,1005880,1020306,1020306,3262 RUCKLE ST,INDIANAPOLIS,22303,1,1,1,0,0,0,1,MO,6551.44080778015,362.051943865323
2496,1200748,7010175,7010175,29 S CATHERWOOD AVE,INDIANAPOLIS,241137,0,1,1,0,0,0,1,MO,6424.42320429576,401.161111581919
2497,1055632,1074205,1074205,4355 SPANN AVE,INDIANAPOLIS,300469,1,1,1,0,0,0,1,MO,5338.96317139796,346.98406763345
2498,1064756,1081932,1081932,1329 GOLAY ST,INDIANAPOLIS,117008,0,1,1,1,0,0,0,MO,5164.05857778619,355.993644643617
2499,1015836,1069341,1069341,1353 W 27TH ST,INDIANAPOLIS,258673,1,1,1,0,1,0,1,MO,4375.09494334119,320.002830135248
2500,1047108,1078459,1078459,214 N OAKLAND AVE,INDIANAPOLIS,201283,1,1,1,0,1,0,1,MO,6799.99899574663,420.04590322871
2501,1039087,1058360,1058360,752 N ELDER AVE,INDIANAPOLIS,8066,0,1,1,0,0,0,0,MO,4439.95604288312,314.011621057611
2502,1033848,1094583,1094583,727 DRAKE ST,INDIANAPOLIS,313939,0,1,1,0,0,0,1,MO,7040.58413168434,364.720527138358
2503,1013346,1075058,1075058,2841 BOULEVARD PL,INDIANAPOLIS,334884,1,1,1,0,0,0,1,MO,7199.96661765481,440.002980235621
2504,1047086,1041888,1041888,216 EASTERN AVE,INDIANAPOLIS,198525,0,1,1,0,0,0,1,MO,4785.15117665944,326.57119659547
2505,1006872,1043546,1043546,3234 WINTHROP AVE,INDIANAPOLIS,66761,1,1,1,0,0,0,1,MO,6561.53770898534,409.582535488627
2506,1316291,1062816,1062816,3738 N CAPITOL AVE,INDIANAPOLIS,256682,0,1,1,0,0,0,1,MO,6428.58557896783,400.349883698703
2507,1007549,1009200,1009200,1064 W 32ND ST,INDIANAPOLIS,135610,1,1,1,1,1,0,1,MO,3600.17185278485,260.011307457024
1814,1015817,1058761,1058761,1309 W 27TH ST,INDIANAPOLIS,175350,0,1,1,0,0,0,0,MO,4372.10045223926,319.832519167648
1815,1005033,1025602,1025602,3338 N KENWOOD AVE,INDIANAPOLIS,67173,0,1,1,0,0,0,1,MO,5279.9988584337,343.999505711353
1816,1003467,1024948,1024948,3412 N DENNY ST,INDIANAPOLIS,158038,0,1,1,0,1,0,1,MO,6785.96454072515,391.61433364411
1817,1291855,9019938,9019938,1140 S WARMAN AVE,INDIANAPOLIS,157434,0,1,1,0,0,0,1,MO,13883.0645301442,500.791251429651
1818,1046885,1017889,1017889,54 N KEALING AVE,INDIANAPOLIS,246712,0,1,1,0,0,0,1,MO,4931.78595194629,335.556596850269
1819,1380831,1102554,1102554,24 N BRADLEY AVE,INDIANAPOLIS,172541,0,1,1,1,0,0,0,MO,6098.18410363436,372.337397572661
1820,1028327,1084659,1084659,2631 E 18TH ST,INDIANAPOLIS,239852,1,1,1,0,1,0,1,MO,4255.07678153487,304.003522735349
1821,1009948,1004301,1004301,3015 ADAMS ST,INDIANAPOLIS,178907,1,0,1,0,0,0,1,MO,5372.41918639145,348.632716545934
1822,1013165,1021530,1021530,2856 N OLNEY ST,INDIANAPOLIS,286878,1,1,1,1,0,0,1,MO,4786.07521190272,343.473897851168
1823,1008179,1053839,1053839,3146 BOULEVARD PL,INDIANAPOLIS,292920,0,1,1,1,0,0,0,MO,5375.00295217904,335.9996104992
1824,1016478,1082235,1082235,3320 E 26TH ST,INDIANAPOLIS,34876,0,1,1,0,0,0,1,MO,6187.54227175315,405.026694544814
1825,1001967,1091021,1091021,3521 ORCHARD AVE,INDIANAPOLIS,262406,0,1,1,0,0,0,1,MO,5599.88367181011,359.987735224074
1826,1322532,1001307,1001307,1260 S EMERSON AVE,INDIANAPOLIS,169298,1,1,1,0,1,0,1,MO,7626.77453477125,405.042777008764
1827,1027586,1024277,1024277,1816 GENT AVE,INDIANAPOLIS,184512,0,1,1,0,0,0,1,MO,9650.26476033856,407.341742885705
1828,1249879,8012151,8012151,4210 CARROLLTON AVE,INDIANAPOLIS,74636,0,1,1,0,0,0,1,MO,6400.46589412913,400.031291070432
1829,1004258,1084880,1084880,3370 N GLADSTONE AVE,INDIANAPOLIS,217656,1,1,1,0,0,0,1,MO,7750.24765914108,410.019980371762
1830,1032027,1033175,1033175,3229 NOWLAND AVE,INDIANAPOLIS,179227,1,1,1,0,0,0,1,MO,4947.28646438639,327.379697548876
1831,1273343,9021368,9021368,1150 N WARMAN AVE,INDIANAPOLIS,326018,0,1,1,1,0,0,1,MO,4739.89861391366,318.996335309299
1832,1005752,1017124,1017124,3266 RUCKLE ST,INDIANAPOLIS,324548,1,1,1,0,0,0,1,MO,7861.4589265278,382.052015110945
1833,1007186,1035452,1035452,533 E 32ND ST,INDIANAPOLIS,227155,1,1,1,0,0,0,1,MO,4840.30860571165,322.026021625508
1834,1344738,7041452,7041452,6040 E WASHINGTON ST,INDIANAPOLIS,127520,1,1,1,0,0,0,1,MO,1963.23913043432,177.821168906271
1835,1019292,1061747,1061747,2425 N COLLEGE AVE,INDIANAPOLIS,260561,0,1,1,0,1,0,1,MO,6800.18537387043,420.023122912272
1836,1010622,1011833,1011833,3006 N CAPITOL AVE,INDIANAPOLIS,234988,1,1,1,0,1,0,1,MO,5279.94513250305,344.001839149993
1837,1262717,9037902,9037902,2927 COLERAIN DR,INDIANAPOLIS,257535,1,1,1,0,0,0,1,MO,8467.96399215482,381.943132129036
1838,1029501,1020439,1020439,2815 E 17TH ST,INDIANAPOLIS,75699,1,1,1,0,0,0,1,MO,4435.41365879315,327.211652883689
1839,1003142,1062252,1062252,3426 N GRANT AVE,INDIANAPOLIS,38136,1,1,1,0,1,0,1,MO,12144.5943117749,448.022519816251
1840,1033236,1007556,1007556,1315 N LASALLE ST,INDIANAPOLIS,338056,1,1,1,0,0,0,1,MO,5322.78782868335,374.159727397405
1841,1252144,8016518,8016518,3935 N TEMPLE AVE,INDIANAPOLIS,29766,1,0,1,0,0,0,1,MO,5697.94613434695,391.246208736538
1842,1183540,7024822,7024822,8238 WYSONG DR,INDIANAPOLIS,63208,1,1,1,0,0,0,1,MO,6900.5463375177,346.919380309118
1843,1014898,1024591,1024591,2742 ADAMS ST,INDIANAPOLIS,31387,0,1,1,1,0,0,0,MO,4765.64637748991,339.518492314592
1844,1018670,1074541,1074541,2445 N HARDING ST,INDIANAPOLIS,171620,1,1,1,0,1,0,1,MO,3220.06207196288,254.002434791645
1845,1010352,1002960,1002960,1210 W 30TH ST,INDIANAPOLIS,177734,0,1,1,0,1,0,1,MO,5800.12783167962,370.0004507686
1846,1018650,1009821,1009821,2428 N GALE ST,INDIANAPOLIS,104392,1,0,1,0,0,0,1,MO,7125.22397819208,455.006100462262
1847,1069313,1039359,1039359,1125 E NAOMI ST,INDIANAPOLIS,3450,1,0,1,0,0,0,0,MO,4799.02925841614,328.581374963647
1848,1026088,1088345,1088345,1946 HOUSTON ST,INDIANAPOLIS,34672,1,0,1,1,0,0,0,MO,5400.61527604378,350.01027577512
1849,1004220,1077904,1077904,3354 HOVEY ST,INDIANAPOLIS,328950,1,1,1,0,1,0,1,MO,6759.75508367184,418.005757272552
1850,1076593,1099575,1099575,1801 E GIMBER ST,INDIANAPOLIS,64735,0,1,1,0,0,0,1,MO,5809.03589102535,303.212703120799
1851,1191549,7036066,7036066,1335 N BONAR AVE,INDIANAPOLIS,84865,0,1,1,0,0,0,1,MO,23446.5167399888,632.883729132283
1852,1127943,5007766,5007766,1243 MARTIN ST,INDIANAPOLIS,261309,1,0,1,1,0,0,0,MO,3690.07710954294,306.003168242673
1853,1029320,1075111,1075111,2245 BROOKSIDE AVE,INDIANAPOLIS,268471,1,1,1,1,0,0,1,MO,7595.8547735585,459.905752975014
1854,1205660,7018391,7018391,1232 S RITTER AVE,INDIANAPOLIS,196733,0,1,1,0,0,0,1,MO,15784.3313703727,536.547337484208
1855,1011628,1079722,1079722,2940 WASHINGTON BLVD,INDIANAPOLIS,176772,1,1,1,0,0,0,1,MO,4801.17734940433,320.04314824061
1856,1372545,4043532,4043532,10635 PENDLETON PIKE,LAWRENCE,244641,1,0,0,1,0,0,0,MO,362.193537558787,367.004508568937
1857,1222022,8024098,8024098,1555 E 73RD ST,INDIANAPOLIS,182611,1,0,1,0,0,0,1,MO,7502.04074069476,400.045649149247
1858,1123852,4016377,4016377,8338 MEADOWLARK DR,INDIANAPOLIS,66288,1,0,1,0,0,0,0,MO,4217.84538424004,336.184780218278
1859,1025205,1038191,1038191,2018 N DEARBORN ST,INDIANAPOLIS,257974,1,1,1,0,0,0,1,MO,10800.714531207,430.02031866785
1860,1036245,1025179,1025179,1918 W 10TH ST,INDIANAPOLIS,245267,1,1,1,0,1,0,1,MO,4930.19912594047,344.508029317928
1812,1062548,1073569,1073569,1205 S RANDOLPH ST,INDIANAPOLIS,281189,1,0,1,0,0,0,1,MO,4865.76501951984,348.048449608669
1813,1061192,1016815,1016815,1113 VILLA AVE,INDIANAPOLIS,82694,1,1,1,1,0,0,0,MO,4688.04157646064,337.655107887385
1861,1068940,1024689,1024689,1636 E NAOMI ST,INDIANAPOLIS,178739,0,1,1,0,0,0,1,MO,5400.44636635974,330.018416323081
1862,1006484,1012088,1012088,3236 N KENWOOD AVE,INDIANAPOLIS,75083,1,0,1,0,0,0,0,MO,5280.01460686521,343.999872593807
2508,1179654,7019418,7019418,3222 N SHORTRIDGE RD,INDIANAPOLIS,196030,0,1,1,0,0,0,1,MO,20272.2096725883,602.562682486863
2509,1013273,1016174,1016174,618 UDELL ST,INDIANAPOLIS,296131,0,1,1,0,1,0,1,MO,5099.97693926141,334.999300395403
2510,1033983,1060583,1060583,1217 N LASALLE ST,INDIANAPOLIS,315990,1,1,1,0,1,0,1,MO,6056.04041108905,382.812881242995
2511,1318455,7007492,7007492,3430 N LELAND AVE,INDIANAPOLIS,202574,1,1,1,0,0,0,1,MO,10385.1256289898,515.367337236149
2512,1036703,1085380,1085380,962 N TUXEDO ST,INDIANAPOLIS,297943,1,1,1,0,0,0,1,MO,6800.09233669945,420.001448418493
2513,1004531,1048065,1048065,3389 N DENNY ST,INDIANAPOLIS,316745,1,1,1,0,0,0,1,MO,6864.31010238455,382.014973397304
2514,1317263,1019588,1019588,3718 N CAPITOL AVE,INDIANAPOLIS,89667,0,1,1,0,0,0,1,MO,6879.97679532759,405.999519178468
2515,1042572,1043173,1043173,510 N TACOMA AVE,INDIANAPOLIS,311151,1,0,1,1,0,0,1,MO,7319.82360708488,362.030757429467
2516,1289190,9010763,9010763,714 S LYNHURST DR,INDIANAPOLIS,216115,1,0,1,0,0,0,1,MO,5400.31251343321,350.013959821623
2517,1271398,9018015,9018015,1416 N TREMONT ST,INDIANAPOLIS,304922,0,1,1,0,0,0,1,MO,5390.9104221739,365.402340553557
2518,1067555,1075514,1075514,418 E MINNESOTA ST,INDIANAPOLIS,150155,1,0,1,1,0,0,0,MO,1938.12585112054,178.067600478434
2519,1287456,9018749,9018749,562 S WARMAN AVE,INDIANAPOLIS,331898,0,1,1,0,1,0,1,MO,3013.29980860931,245.546037122497
2520,1294095,9013899,9013899,1523 S KIEL AVE,INDIANAPOLIS,307298,0,1,1,0,0,0,1,MO,6584.62896462026,381.856731637622
2521,1007352,1067172,1067172,946 W 32ND ST,INDIANAPOLIS,271852,1,1,1,1,1,0,1,MO,5074.93906890859,359.999476288185
2522,1002636,1014418,1014418,3503 SALEM ST,INDIANAPOLIS,58893,0,1,1,0,0,0,1,MO,4351.62920810331,274.113881944711
2523,1040744,1076758,1076758,620 N LASALLE ST,INDIANAPOLIS,131919,1,1,1,0,1,0,1,MO,4264.96049646871,308.958904354302
2524,1177630,7002316,7002316,3509 LESLEY AVE,INDIANAPOLIS,221429,0,1,1,0,0,0,1,MO,5470.33704646189,353.533472171512
2525,1019548,1058011,1058011,2416 HIGHLAND PL,INDIANAPOLIS,281407,0,1,1,0,0,0,1,MO,5472.47892366184,353.627243758691
2526,1068765,1056911,1056911,1830 SHELBY ST,INDIANAPOLIS,20654,1,0,1,0,1,0,1,MO,3540.29959621788,328.555223676982
2527,1250614,8010121,8010121,4140 WINTHROP AVE,INDIANAPOLIS,233283,1,0,1,0,0,0,1,MO,8000.40736654332,420.01957485688
2528,1271932,9018456,9018456,1247 N MOUNT ST,INDIANAPOLIS,162842,0,1,1,0,0,0,1,MO,4360.31642940057,314.249938330416
2529,1014628,1051460,1051460,3625 E 28TH ST,INDIANAPOLIS,248388,1,1,1,0,0,0,1,MO,4200.10618664554,284.002739015374
2530,1007536,1042616,1042616,922 W 32ND ST,INDIANAPOLIS,52145,1,1,1,0,0,0,1,MO,3237.47570469872,255.000029719824
2531,1181395,7031644,7031644,9440 MERCURY DR,INDIANAPOLIS,325859,0,1,1,1,1,0,1,MO,9821.56604426104,414.19488883137
2532,1318869,7005711,7005711,2202 N SPENCER AVE,INDIANAPOLIS,320251,0,1,1,0,0,0,1,MO,5328.74205821321,346.322466815075
2533,1007346,1073177,1073177,924 W 32ND ST,INDIANAPOLIS,234967,0,1,1,0,0,0,1,MO,6786.66425220759,380.693509057788
2534,1048504,1070350,1070350,3839 E WASHINGTON ST,INDIANAPOLIS,305221,0,1,1,0,0,0,1,MO,6109.94855951518,382.325095615083
2535,1040431,1029073,1029073,633 N RURAL ST,INDIANAPOLIS,94437,1,0,1,0,0,0,1,MO,5458.80558210098,357.959878357255
2536,1046045,1057555,1057555,3730 E MARKET ST,INDIANAPOLIS,187855,1,0,1,1,1,0,0,MO,5679.61146080499,364.012105208562
2537,1184871,7015678,7015678,2319 N WEBSTER AVE,INDIANAPOLIS,151765,0,1,1,0,0,0,1,MO,7134.47253941429,357.871111726347
2538,1251054,8016604,8016604,4054 BYRAM AVE,INDIANAPOLIS,190766,1,1,1,0,0,0,1,MO,5000.00047730276,330.000286572689
2539,1063331,1029498,1029498,1909 ORANGE ST,INDIANAPOLIS,244132,0,1,1,0,0,0,0,MO,4811.33201066014,334.051922879297
2540,1072856,1000631,1000631,3843 BETHEL AVE,INDIANAPOLIS,235026,0,1,1,0,0,0,1,MO,14332.1807727499,478.987029900518
2541,1370498,1042173,1042173,821 N KEYSTONE AVE,INDIANAPOLIS,336789,1,1,1,0,1,0,1,MO,7008.91384933973,412.004546599796
2542,1018424,1072409,1072409,2443 WHEELER ST,INDIANAPOLIS,47836,0,1,1,0,0,0,1,MO,5423.84684527367,351.203199482123
2543,1043399,1061176,1061176,437 N BEVILLE AVE,INDIANAPOLIS,341941,1,0,1,1,0,0,0,MO,4805.60999626614,344.606935490284
