OBJECTID,PARCEL_TAG,PARCEL_I,PARCEL_C,STREETADDRESS,CITY,ID,UTILITY_ST,USPS_VACANCY,TAX_DELINQUENT,SURPLUS,REPAIR_ORDER,DEMO_ORDER,IMPROVEMENT,SOURCE,SHAPEAREA,SHAPELEN
2544,1070221,1001630,1001630,3209 BETHEL AVE,INDIANAPOLIS,177029,0,1,1,0,0,0,1,MO,5188.29704092153,367.333631262852
2545,1024591,1017786,1017786,2041 ADAMS ST,INDIANAPOLIS,129976,0,1,1,0,0,0,1,MO,5592.29258226924,352.850238419282
2546,1206532,7015125,7015125,1614 S IRVINGTON AVE,INDIANAPOLIS,153436,1,0,1,0,0,0,1,MO,9865.32773682079,449.038508827515
2547,1286155,9022591,9022591,425 S WARMAN AVE,INDIANAPOLIS,7017,1,0,1,1,1,0,0,MO,4580.59570766633,342.544584500951
2548,1020964,1067007,1067007,2330 N CAPITOL AVE,INDIANAPOLIS,46484,0,1,1,0,0,0,1,MO,5988.56554881219,379.801949447879
2549,1021101,1079231,1079231,1236 W 23RD ST,INDIANAPOLIS,99726,0,1,1,1,0,0,1,MO,11969.1040472478,446.644150832086
2550,1250725,8014235,8014235,4076 CORNELIUS AVE,INDIANAPOLIS,202752,0,1,1,0,0,0,1,MO,2974.9986366603,240.00015097501
2551,1013707,1028017,1028017,2813 CAROLINE AVE,INDIANAPOLIS,293261,1,0,1,0,0,0,1,MO,6999.2230608405,367.222099381261
2552,1279956,9016305,9016305,421 N GOODLET AVE,INDIANAPOLIS,139793,0,1,1,0,0,0,1,MO,4326.64519023895,331.36555263264
2553,1012033,1037734,1037734,2922 N DENNY ST,INDIANAPOLIS,326678,1,1,1,0,1,0,1,MO,7136.17360418099,454.781418831102
2554,1026478,1010240,1010240,2051 ROOSEVELT AVE,INDIANAPOLIS,291171,1,0,1,0,0,0,1,MO,5015.07727491417,348.693565499272
2555,1325304,1073076,1073076,1508 E TROY AVE,INDIANAPOLIS,163154,1,0,1,0,1,0,0,MO,12191.7913757231,477.727465380461
2556,1018877,1030175,1030175,2461 BOND ST,INDIANAPOLIS,225621,0,1,1,0,0,0,1,MO,3600.09339949804,300.002744384296
2557,1017785,1012080,1012080,2515 GUILFORD AVE,INDIANAPOLIS,280986,0,1,1,0,0,0,1,MO,5627.66350696523,360.38797226754
2558,1040618,1066432,1066432,622 N OXFORD ST,INDIANAPOLIS,190809,0,1,1,0,0,0,1,MO,5531.34106899149,359.550007783079
2559,1251679,8012321,8012321,534 E 40TH ST,INDIANAPOLIS,142082,1,1,1,0,1,0,1,MO,2772.33984244174,218.612043046434
2560,1272929,9016558,9016558,1163 N MOUNT ST,INDIANAPOLIS,286685,1,0,1,1,0,0,0,MO,4887.13836352886,299.590062370399
1863,1018931,1048907,1048907,1310 EDGEMONT AVE,INDIANAPOLIS,285699,1,1,1,0,1,0,1,MO,5200.10390659733,340.003830501945
1864,1044487,1054544,1054544,331 N DEARBORN ST,INDIANAPOLIS,14135,1,1,1,0,1,0,1,MO,4334.04531918592,312.252776259079
1865,1338595,7028083,7028083,1530 ROSEWAY DR,INDIANAPOLIS,332033,0,1,1,0,0,0,1,MO,14027.4561708027,487.997841615459
1866,1045689,1032259,1032259,3219 E NEW YORK ST,INDIANAPOLIS,272617,0,1,1,0,1,0,1,MO,2497.11007919332,226.824376360741
1867,1280426,9017204,9017204,362 N ADDISON ST,INDIANAPOLIS,184326,1,0,1,0,1,0,1,MO,5205.96432100636,349.999360955831
1868,1221777,8024167,8024167,1720 E 73RD ST,INDIANAPOLIS,143452,1,1,1,0,0,0,1,MO,7502.03719073383,400.045352490112
1869,1059466,1050893,1050893,2320 WOODLAWN AVE,INDIANAPOLIS,109399,0,1,1,0,0,0,1,MO,5000.18147457923,330.009778396297
1870,1314132,8029346,8029346,1850 E 38TH ST,INDIANAPOLIS,121526,1,1,1,0,0,0,1,MO,7749.11706262702,372.005805185868
1871,1315955,7002706,7002706,3722 N AUDUBON RD,INDIANAPOLIS,63406,0,1,1,0,0,0,1,MO,5339.7085352416,347.07956007647
1872,1185076,7015365,7015365,2302 N WEBSTER AVE,INDIANAPOLIS,63897,0,1,1,0,0,0,1,MO,6969.61282861629,352.905364815121
1873,1028609,1041186,1041186,1739 N TACOMA AVE,INDIANAPOLIS,104609,1,1,1,0,1,0,1,MO,3854.64746837625,284.198156468944
1874,1006281,1092448,1092448,3217 N TACOMA AVE,INDIANAPOLIS,16030,1,0,1,0,0,0,1,MO,7296.4567598674,394.664824300856
1875,1279400,9020442,9020442,3611 W MICHIGAN ST,INDIANAPOLIS,275734,1,0,1,1,0,0,0,MO,8286.41190120511,403.589734529374
1876,1045640,1053292,1053292,2316 E NEW YORK ST,INDIANAPOLIS,206829,1,1,1,0,1,0,1,MO,2962.67699937572,229.363134675002
1877,1010226,1003078,1003078,642 W 30TH ST,INDIANAPOLIS,271704,0,1,1,1,0,0,0,MO,9049.39658574811,492.200297433195
1878,1066027,1013404,1013404,1536 DRAPER ST,INDIANAPOLIS,291272,1,1,1,0,0,0,1,MO,3708.74871337538,281.92198726759
1879,1062431,1005825,1005825,221 SANDERS ST,INDIANAPOLIS,329814,1,1,1,0,0,0,1,MO,2600.10594061213,300.023257591788
1880,1048775,1080108,1080108,20 N KEYSTONE AVE,INDIANAPOLIS,76360,1,0,1,0,0,0,1,MO,4199.79322234065,309.990449665543
1881,1064960,1004984,1004984,618 COTTAGE AVE,INDIANAPOLIS,144170,1,1,1,0,0,0,0,MO,3499.8987202288,270.004515760156
1882,1007351,1070154,1070154,942 W 32ND ST,INDIANAPOLIS,12391,0,1,1,0,0,0,1,MO,5074.97860104329,359.999306677509
1883,1007036,1068758,1068758,1311 W 33RD ST,INDIANAPOLIS,254148,0,1,1,0,1,0,1,MO,5074.99156143929,360.000057071591
1884,1046971,1054204,1054204,38 N COLORADO AVE,INDIANAPOLIS,313067,1,0,1,0,0,0,0,MO,5439.68830587533,351.98844348919
1885,1153503,5027075,5027075,2817 DEL PRADO DR,INDIANAPOLIS,51191,0,1,1,0,0,0,1,MO,786.062274189812,118.426167812114
1886,1010876,1031292,1031292,945 W 30TH ST,INDIANAPOLIS,234022,1,0,1,0,0,0,1,MO,3508.02473909087,306.128195904044
1887,1124073,4012078,4012078,4327 IRWIN AVE,INDIANAPOLIS,307008,0,1,1,0,0,0,1,MO,8640.45113153787,376.010072143486
1888,1047683,1038928,1038928,207 JEFFERSON AVE,INDIANAPOLIS,270076,1,1,1,0,1,0,1,MO,4137.59305700249,335.840149069754
1889,1000251,1058007,1058007,3641 N DEARBORN ST,INDIANAPOLIS,131763,1,1,1,0,1,0,1,MO,19999.9129214303,600.001989092012
1890,1284678,9026240,9026240,3517 ROCKVILLE RD,INDIANAPOLIS,807,1,1,1,0,0,0,1,MO,6659.2366911917,339.275921816065
1891,1183932,7015574,7015574,2437 N WEBSTER AVE,INDIANAPOLIS,25485,0,1,1,0,1,0,1,MO,9144.1201420719,414.415104956731
1892,1064311,1076410,1076410,1326 KAPPES ST,INDIANAPOLIS,111746,1,1,1,0,0,1,1,MO,4257.15964922391,330.092678287807
1893,1000822,1066290,1066290,3610 RALSTON AVE,INDIANAPOLIS,126192,1,0,1,0,0,0,1,MO,6253.09090665208,397.812038818372
1894,1067754,1045102,1045102,241 E MINNESOTA ST,INDIANAPOLIS,156844,1,0,1,0,0,0,1,MO,4430.65477109451,340.907764010112
1895,1028184,1089964,1089964,2501 BROOKSIDE AVE,INDIANAPOLIS,198818,1,1,1,0,0,0,1,MO,3674.31243287167,278.713847155611
1896,1013546,1065631,1065631,2838 N GALE ST,INDIANAPOLIS,8333,1,0,1,1,0,0,0,MO,6937.49838152532,444.999894644082
1897,1018533,1069680,1069680,2446 HOVEY ST,INDIANAPOLIS,171189,0,1,1,0,0,0,1,MO,4952.41331953452,323.861964798049
1898,1027379,1074763,1074763,2633 BROOKSIDE AVE,INDIANAPOLIS,304695,1,1,1,1,0,0,1,MO,6428.40149243103,458.273709850976
1899,1008935,1040070,1040070,1153 CONGRESS AVE,INDIANAPOLIS,198929,0,1,1,0,0,0,1,MO,5719.96719148831,365.999784551216
1900,1029818,1012797,1012797,4206 E 16TH ST,INDIANAPOLIS,169302,1,1,1,0,0,0,1,MO,5396.80435028236,349.843076476641
1901,1044169,1003923,1003923,338 N BRADLEY AVE,INDIANAPOLIS,74694,1,1,1,0,1,1,1,MO,5399.6858222444,349.988255274328
1902,1252463,8017363,8017363,3917 CARROLLTON AVE,INDIANAPOLIS,11944,0,1,1,0,1,0,1,MO,7982.34397197931,400.278768119865
1903,1274057,9015684,9015684,1102 N HOLMES AVE,INDIANAPOLIS,27331,1,0,1,0,0,0,0,MO,4828.21843673001,320.470724224908
1904,1059864,1064445,1064445,1639 WOODLAWN AVE,INDIANAPOLIS,282235,1,1,1,0,0,0,1,MO,5300.20152608218,345.010211809604
1905,1315781,1081574,1081574,3736 N GLADSTONE AVE,INDIANAPOLIS,185290,0,1,1,0,0,0,1,MO,7203.63657720726,391.781504135169
1906,1020149,1065330,1065330,2402 N KENWOOD AVE,INDIANAPOLIS,117343,1,1,1,0,1,0,1,MO,4793.45900219335,320.188092951707
1907,1016212,1007318,1007318,1306 ROACHE ST,INDIANAPOLIS,102477,0,1,1,0,0,0,1,MO,4375.07346130939,320.002264358001
1908,1013141,1072098,1072098,2830 N PARK AVE,INDIANAPOLIS,200270,0,1,1,0,0,0,1,MO,5239.00189246914,341.964169135231
1909,1077512,1095376,1095376,2816 VILLA AVE,INDIANAPOLIS,62021,1,0,1,0,0,0,0,MO,7499.88998934847,399.997601601045
1910,1045437,1013314,1013314,401 N WALCOTT ST,INDIANAPOLIS,82951,1,1,1,0,1,0,1,MO,5503.11601706564,355.163203077169
2561,1057622,1054836,1054836,1071 W MCCARTY ST,INDIANAPOLIS,59339,0,1,1,0,0,1,1,MO,1807.26252167782,205.63913376177
2562,1032112,1015539,1015539,1365 N OLNEY ST,INDIANAPOLIS,290299,1,0,1,0,0,0,1,MO,4800.18521224006,320.009706319168
2563,1015864,1051464,1051464,2710 STATION ST,INDIANAPOLIS,42273,0,1,1,0,1,0,1,MO,6937.66259615883,445.004631687475
2564,1042290,1012229,1012229,548 N HIGHLAND AVE,INDIANAPOLIS,320430,1,1,1,0,0,0,1,MO,5005.76365104024,356.03812256278
2565,1231658,8010210,8010210,245 E WESTFIELD BLVD,INDIANAPOLIS,237367,0,1,1,0,0,0,1,MO,9749.14438111588,406.448281851801
2566,1020714,1033746,1033746,2328 INDIANAPOLIS AVE,INDIANAPOLIS,259783,1,1,1,0,1,0,1,MO,5479.73229100116,353.99048148875
2567,1009097,1023044,1023044,3069 WASHINGTON BLVD,INDIANAPOLIS,263373,0,1,1,0,0,0,1,MO,4075.10146284432,263.02249626709
2568,1039811,1042630,1042630,650 N PARKER AVE,INDIANAPOLIS,185754,1,0,1,0,0,0,0,MO,5108.2470213922,339.979085744916
2569,1008139,1054678,1054678,3829 E 32ND ST,INDIANAPOLIS,81409,1,1,1,0,0,0,1,MO,6240.36397522374,392.009391242818
2570,1035185,1063720,1063720,1101 N DEARBORN ST,INDIANAPOLIS,107163,0,1,1,0,1,0,1,MO,6646.04793081844,390.581023230834
2571,1285094,9012820,9012820,4304 BERTHA ST,INDIANAPOLIS,6005,0,1,1,0,1,0,1,MO,6948.79282294702,379.458861665628
2572,1015512,1010700,1010700,2718 N OLNEY ST,INDIANAPOLIS,191879,0,1,1,0,0,0,1,MO,4902.61919747932,344.39790749139
2573,1288018,9011332,9011332,531 S RYBOLT AVE,INDIANAPOLIS,178383,1,1,1,0,1,0,1,MO,7018.24327144408,430.665603179554
2574,1343246,3016737,3016737,3257 CAPSELLA LN,INDIANAPOLIS,101607,1,0,1,0,0,0,1,MO,6567.8605772068,348.830381054974
2575,1045784,1029336,1029336,315 JEFFERSON AVE,INDIANAPOLIS,174131,0,1,1,0,0,0,1,MO,5392.04775098253,349.60708430769
2576,1036514,1013817,1013817,325 E 10TH ST,INDIANAPOLIS,190563,0,1,1,0,1,0,1,MO,4644.19772333667,362.078210111066
2577,1049832,1027866,1027866,146 E WASHINGTON ST,INDIANAPOLIS,262972,1,0,1,0,0,0,0,MO,3228.75845050058,258.485248082332
2578,1276273,9024030,9024030,928 N MORELAND AVE,INDIANAPOLIS,212148,0,1,1,1,0,0,0,MO,4673.24514992124,337.0270770763
2579,1014783,1089813,1089813,845 W 28TH ST,INDIANAPOLIS,109924,0,1,1,0,0,0,1,MO,4721.22813268204,326.800205723832
2580,1275346,9024015,9024015,969 N PERSHING AVE,INDIANAPOLIS,316277,1,0,1,0,0,0,0,MO,11017.3560767245,450.021631973153
2581,1022114,1059585,1059585,2229 N ARSENAL AVE,INDIANAPOLIS,328053,1,1,1,0,0,0,1,MO,9401.62872427869,397.399886829287
2582,1193339,7026548,7026548,6219 E 12TH ST,INDIANAPOLIS,155793,1,1,1,0,0,0,1,MO,7022.62422022173,343.62907201537
2583,1032281,1048054,1048054,1355 N KEALING AVE,INDIANAPOLIS,204263,1,0,1,0,0,0,1,MO,5159.98156292349,337.99967384763
2584,1000410,1042469,1042469,3645 GRACELAND AVE,INDIANAPOLIS,32340,1,1,1,0,1,0,1,MO,5197.37772103998,339.959396422708
2585,1015249,1028947,1028947,2726 ETHEL AVE,INDIANAPOLIS,165486,0,1,1,0,0,0,1,MO,3960.00355444036,324.000981673515
2586,1005274,1055856,1055856,3440 N HARDING ST,INDIANAPOLIS,265118,0,1,1,0,0,0,1,MO,5250.27389698683,370.021852335512
2587,1041111,1078502,1078502,549 LYNN ST,INDIANAPOLIS,31163,0,1,1,1,0,0,0,MO,4199.96678689563,309.999441401299
2588,1318956,1089342,1089342,5037 E 21ST ST,INDIANAPOLIS,189545,0,1,1,0,0,0,1,MO,5642.28230703294,340.770237760143
2589,1018657,1077347,1077347,2449 HIGHLAND PL,INDIANAPOLIS,237966,1,1,1,0,0,0,1,MO,1362.24166006151,150.490565484273
2590,1070098,1021551,1021551,1330 CALHOUN ST,INDIANAPOLIS,37988,1,1,1,0,0,0,1,MO,3826.56512655614,293.091600178499
2591,1175745,7028561,7028561,3664 IRELAND DR,INDIANAPOLIS,17716,0,1,1,0,0,0,1,MO,8006.29811979344,361.581133988791
2592,1199258,7012033,7012033,5334 LOWELL AVE,INDIANAPOLIS,304551,0,1,1,0,1,0,1,MO,5905.56520183139,378.882525266379
2593,1256613,9034520,9034520,3224 WELCH DR,INDIANAPOLIS,89965,0,1,1,0,0,0,1,MO,5900.5750834184,318.01301970212
2594,1322599,1041910,1041910,1329 S BELMONT AVE,INDIANAPOLIS,273581,1,1,1,0,1,0,1,MO,4385.92828797502,331.820661981422
2595,1251397,8014892,8014892,4025 CORNELIUS AVE,INDIANAPOLIS,284772,0,1,1,0,0,0,1,MO,4999.99782885434,330.000244133105
2596,1002752,1082224,1082224,3450 CAROLINE AVE,INDIANAPOLIS,302381,0,1,1,0,1,0,1,MO,5824.53757939005,363.223987630428
2597,1003064,1077854,1077854,3720 DR M L KING JR ST,INDIANAPOLIS,112004,0,1,1,1,0,0,0,MO,4606.44555780513,310.379497456065
2598,1054191,1049383,1049383,440 S DEARBORN ST,INDIANAPOLIS,81326,1,1,1,0,0,0,1,MO,5120.089205589,336.010345703152
2599,1029735,1090296,1090296,1611 N LINWOOD AVE,INDIANAPOLIS,110585,1,1,1,0,1,0,1,MO,6063.70028117947,359.787874268881
2600,1318404,7005698,7005698,3517 N LELAND AVE,INDIANAPOLIS,324669,1,0,1,0,0,0,1,MO,10800.3733665756,534.230252129494
2601,1001922,1011504,1011504,1133 E 35TH ST,INDIANAPOLIS,322667,1,0,1,0,0,0,1,MO,5941.82467652662,373.912374553674
2602,1124381,4014330,4014330,4255 DUBARRY RD,INDIANAPOLIS,12758,0,1,1,0,0,0,1,MO,7138.09180928688,354.258313844319
2603,1073132,1040062,1040062,2345 S GARFIELD DR,INDIANAPOLIS,157337,0,1,1,0,0,0,1,MO,5280.98491573781,344.03469531887
2604,1035560,1069258,1069258,1025 N HAMILTON AVE,INDIANAPOLIS,14751,0,1,1,0,1,0,1,MO,6099.96113406195,384.999271008049
2605,1189672,7017543,7017543,5449 E 18TH ST,INDIANAPOLIS,220119,0,1,1,1,1,0,1,MO,8634.88714562697,416.119306988254
2606,1023116,1081127,1081127,2136 SHELDON ST,INDIANAPOLIS,124125,1,0,1,0,0,0,1,MO,9197.67107730203,394.030768404932
2607,1324273,9008315,9008315,2810 S RYBOLT AVE,INDIANAPOLIS,279211,1,0,1,0,0,0,0,MO,5199.78664931076,339.990989076615
2608,1289571,9024224,9024224,822 S BELLEVIEW PL,INDIANAPOLIS,186944,0,1,1,0,0,0,1,MO,5595.57096762369,354.434616755202
2609,1025564,1035028,1035028,1957 TALLMAN AVE,INDIANAPOLIS,176857,0,1,1,0,0,0,1,MO,4899.88709631403,349.9968148095
1911,1031170,1016655,1016655,1506 N GRANT AVE,INDIANAPOLIS,11542,0,1,1,0,0,0,1,MO,5400.89069603348,372.030337194705
1912,1252444,8031888,8031888,3917 DENWOOD DR,INDIANAPOLIS,7030,0,1,1,0,0,0,1,MO,32145.6404736686,757.331472286283
1913,1003127,1032605,1032605,3445 WASHINGTON BLVD,INDIANAPOLIS,58047,0,1,1,0,0,0,1,MO,28002.6429131448,760.068000961166
1914,1128051,5001524,5001524,652 MARTIN ST,INDIANAPOLIS,56018,0,1,1,0,0,0,1,MO,5070.75460092044,332.56352752374
1915,1025998,1072756,1072756,1238 W 19TH ST,INDIANAPOLIS,317825,0,1,0,1,0,0,0,MO,5922.25644296281,376.030509380084
1916,1055390,1026471,1026471,523 S DREXEL AVE,INDIANAPOLIS,249138,1,0,1,0,0,0,1,MO,5500.50633391937,355.034940618007
1917,1330483,2008739,2008739,3260 S LYONS AVE,INDIANAPOLIS,262953,1,0,1,1,0,0,0,MO,6725.91364395628,350.000380321902
1918,1011459,1057846,1057846,1260 EUGENE ST,INDIANAPOLIS,181600,0,1,1,0,0,0,1,MO,3750.29043799394,310.020686340817
1919,1076909,1082029,1082029,2804 S STATE AVE,INDIANAPOLIS,179599,1,1,1,0,1,0,1,MO,5910.11049432055,372.967419231244
1920,1042510,1019899,1019899,3102 E MICHIGAN ST,INDIANAPOLIS,126564,0,1,1,0,0,0,1,MO,3599.81595060421,260.00111467554
1921,1033813,1013626,1013626,1221 N RURAL ST,INDIANAPOLIS,234278,0,1,1,0,1,0,1,MO,6077.74890740036,383.890338909269
1922,1296399,9025450,9025450,5204 MECCA ST,INDIANAPOLIS,207065,0,1,1,0,0,0,1,MO,5011.39771502529,330.743730534326
1923,1315564,1002152,1002152,3758 BROADWAY ST,INDIANAPOLIS,272773,0,1,1,0,0,0,1,MO,5279.75088317302,344.00592684542
1924,1245858,8016940,8016940,814 E 46TH ST,INDIANAPOLIS,140768,0,1,1,0,0,0,1,MO,2400.04482654704,200.004114264748
1925,1043395,1061754,1061754,438 N KEYSTONE AVE,INDIANAPOLIS,15571,0,1,1,0,0,0,1,MO,4200.12141369047,310.006286720206
1926,1007648,1032482,1032482,3127 N GLADSTONE AVE,INDIANAPOLIS,25760,0,1,1,0,0,0,1,MO,5226.28349715676,346.013104160327
1927,1275019,9023347,9023347,1014 N TREMONT ST,INDIANAPOLIS,65829,1,1,1,1,0,0,1,MO,5488.75933665248,386.721696256072
1928,1004571,1088087,1088087,3330 N KEYSTONE AVE,INDIANAPOLIS,25645,1,1,1,0,0,0,1,MO,6503.93181982933,360.061558968131
1929,1088581,3005991,3005991,5422 SLEET DR,INDIANAPOLIS,229397,0,1,1,0,1,0,1,MO,8271.51604385631,387.749373649117
1930,1046423,1017045,1017045,101 N DENNY ST,INDIANAPOLIS,193147,1,1,1,1,1,0,1,MO,5021.54123340465,344.378271677209
1931,1075341,1093147,1093147,25 W SOUTHERN AVE,INDIANAPOLIS,126241,0,1,1,0,0,0,1,MO,8165.77351388022,426.584693541769
1932,1072412,1033692,1033692,1129 E KELLY ST,INDIANAPOLIS,164053,1,1,1,0,0,0,1,MO,4374.49942006564,319.993924116752
1933,1023956,1034615,1034615,724 E 21ST ST,INDIANAPOLIS,282203,1,0,1,0,0,0,0,MO,2210.25902253137,198.024695810814
1934,1070383,1069772,1069772,2010 BOYD AVE,INDIANAPOLIS,142231,0,1,1,0,1,0,1,MO,8666.70746998351,396.875951578153
1935,1010542,1076173,1076173,4015 E 30TH ST,INDIANAPOLIS,131724,0,1,1,0,0,0,1,MO,3791.31968421579,269.84007209183
1936,1018557,1012947,1012947,2450 N PARKER AVE,INDIANAPOLIS,338315,1,1,1,0,0,0,1,MO,4065.12988748544,331.022264043879
1937,1315243,1002877,1002877,519 E 38TH ST,INDIANAPOLIS,67446,0,1,1,0,0,0,1,MO,10560.7001214885,424.025406970828
1938,1282587,9024227,9024227,55 N WARMAN AVE,INDIANAPOLIS,217905,1,1,1,0,1,0,1,MO,5399.15386854009,349.959369917183
1939,1047113,1004785,1004785,36 N GRANT AVE,INDIANAPOLIS,138439,0,1,1,0,0,0,1,MO,5420.07480755336,351.008099112908
1940,1029826,1062470,1062470,2846 E 16TH ST,INDIANAPOLIS,151562,0,1,1,0,0,0,1,MO,4514.1821954424,331.821954173234
1941,1016693,1058752,1058752,817 ROACHE ST,INDIANAPOLIS,198908,0,1,1,0,0,0,1,MO,3777.25564417305,311.819420727158
1942,1053548,1062967,1062967,405 S RURAL ST,INDIANAPOLIS,143394,1,1,1,0,0,0,1,MO,5278.70793109537,343.967725913276
1943,1006626,1044554,1044554,3222 BROADWAY ST,INDIANAPOLIS,23438,0,1,1,0,0,0,1,MO,6549.83912263769,362.012862798004
1944,1251885,8016133,8016133,4002 GRACELAND AVE,INDIANAPOLIS,66719,0,1,1,0,0,0,1,MO,5200.00807514555,340.000460528865
1945,1009392,1033478,1033478,244 W 31ST ST,INDIANAPOLIS,333622,0,1,1,0,1,0,1,MO,2180.98448774178,189.050079932539
1946,1319201,1089299,1089299,1748 N EMERSON AVE,INDIANAPOLIS,156251,0,1,1,0,0,0,1,MO,6851.89921022801,374.079745108972
1947,1000388,1022201,1022201,3630 N EUCLID AVE,INDIANAPOLIS,15732,0,1,1,0,0,0,1,MO,8208.50799491359,399.037594711697
1948,1027448,1059839,1059839,2833 E 19TH ST,INDIANAPOLIS,273125,1,1,1,1,1,0,1,MO,5385.5253278118,377.424149769086
1949,1057197,1054326,1054326,1726 HOYT AVE,INDIANAPOLIS,91712,0,1,1,1,1,0,1,MO,3862.47679178904,317.499464652683
1950,1034986,1036803,1036803,1112 N OAKLAND AVE,INDIANAPOLIS,8757,0,1,1,0,0,0,1,MO,6079.9773269818,384.001331794184
1951,1068239,1092230,1092230,4330 E NAOMI ST,INDIANAPOLIS,131901,1,0,1,0,0,0,1,MO,9001.09540715643,420.033006658482
1952,1010978,1030641,1030641,317 W 30TH ST,INDIANAPOLIS,188768,1,0,1,0,0,0,0,MO,3298.66270257031,255.260047323814
1953,1189570,7021830,7021830,1716 ARLENE DR,INDIANAPOLIS,81229,1,1,1,0,0,0,1,MO,11250.4213005264,450.006459984428
1954,1039713,1036658,1036658,817 N GLADSTONE AVE,INDIANAPOLIS,146332,1,1,1,0,1,0,1,MO,5986.01664718996,325.430787189181
1955,1012174,1016465,1016465,2913 STUART ST,INDIANAPOLIS,73646,0,1,1,1,0,0,0,MO,4698.94886531757,338.5237014848
1956,1020929,1036889,1036889,2323 DR M L KING JR ST,INDIANAPOLIS,182814,0,1,1,0,0,0,1,MO,5029.34210314542,332.69987048858
1957,1316411,1085520,1085520,3730 N COLORADO AVE,INDIANAPOLIS,325034,0,1,1,0,1,0,1,MO,14999.7975045115,495.028134775816
1958,1181793,7024686,7024686,8219 SHIBLER DR,INDIANAPOLIS,71319,0,1,1,0,0,0,1,MO,9305.88870386568,409.946483451584
1959,1045760,1066992,1066992,2931 E NEW YORK ST,INDIANAPOLIS,214446,1,1,1,0,1,0,1,MO,3264.52175768742,260.03337655646
1960,1288644,9020037,9020037,726 S ADDISON ST,INDIANAPOLIS,181321,0,1,1,0,0,0,1,MO,5611.06829988223,356.080438806986
1961,1181602,7003991,7003991,2709 N SHADELAND AVE,INDIANAPOLIS,16806,0,1,1,0,0,0,1,MO,74658.3294230877,1305.66772017502
1962,1047758,1100028,1100028,6 N GLADSTONE AVE,INDIANAPOLIS,123246,1,1,1,0,0,0,1,MO,2343.28607632369,194.57907885573
1963,1045641,1021061,1021061,2312 E NEW YORK ST,INDIANAPOLIS,191606,0,1,1,1,0,0,0,MO,2863.7795992256,240.572340859516
1964,1007252,1091332,1091332,3141 EASTERN AVE,INDIANAPOLIS,164592,1,1,1,0,0,0,1,MO,7330.90787612112,393.242123325107
1965,1021424,1034715,1034715,2258 WHEELER ST,INDIANAPOLIS,68112,1,1,1,0,0,0,1,MO,6775.3185145928,371.022998964139
1966,1036986,1037529,1037529,951 N SHERMAN DR,INDIANAPOLIS,234405,1,1,1,0,0,0,1,MO,5398.71102531009,349.937595591534
1967,1056002,1048202,1048202,1131 OLIVER AVE,INDIANAPOLIS,111725,1,1,1,0,0,0,1,MO,11208.3553831889,440.321478179597
1968,1289153,9022543,9022543,815 TIP ST,INDIANAPOLIS,206950,1,0,1,0,0,0,0,MO,5259.41082837062,340.315254510897
1969,1124929,4017165,4017165,9215 E 42ND ST,INDIANAPOLIS,318140,1,0,1,1,0,0,0,MO,1027.46961086982,148.442515602661
1970,1014818,1042280,1042280,2738 N DEARBORN ST,INDIANAPOLIS,64216,0,1,1,0,0,0,1,MO,5082.60315936437,348.741080681765
1971,1269469,9020906,9020906,1635 MEDFORD AVE,INDIANAPOLIS,301642,0,1,1,0,0,0,1,MO,5348.61196113497,342.904586183567
1972,1001278,1085595,1085595,3547 WALLACE AVE,INDIANAPOLIS,124185,0,1,1,0,0,0,1,MO,6656.75957604028,366.27584302239
1973,1123814,4016380,4016380,8344 MEADOWLARK DR,INDIANAPOLIS,81172,1,1,1,0,0,0,1,MO,3157.27043559808,323.654263193817
1974,1007135,1091227,1091227,3145 N TACOMA AVE,INDIANAPOLIS,89739,0,1,1,0,0,0,1,MO,7187.53589605863,387.649267842811
1975,1321540,1010024,1010024,125 S TRAUB AVE,INDIANAPOLIS,73870,1,1,1,0,1,0,1,MO,5562.27317787225,358.143804205021
1976,1008679,1024663,1024663,3105 CENTRAL AVE,INDIANAPOLIS,306345,1,1,1,0,0,0,1,MO,5634.41826894223,348.052494621092
1977,1012196,1006629,1006629,2909 STATION ST,INDIANAPOLIS,246286,0,1,1,0,0,0,1,MO,6937.46221334317,444.99989386309
1978,1181436,7033334,7033334,2764 FAIRHAVEN DR,INDIANAPOLIS,133019,1,0,1,0,0,0,1,MO,22112.3413520803,636.270901571962
1979,1074541,1099940,1099940,2539 S STATE AVE,INDIANAPOLIS,278976,1,1,1,0,0,0,1,MO,10845.7210904226,480.479783922127
1980,1011421,1088957,1088957,2940 N CHESTER AVE,INDIANAPOLIS,137642,0,1,1,1,0,0,0,MO,7143.9152977345,455.194768918334
1981,1004336,1017080,1017080,1047 W 36TH ST,INDIANAPOLIS,81346,0,1,1,0,0,0,0,MO,5425.25698428047,380.022087503028
1982,1196532,7006916,7006916,425 N FRANKLIN RD,INDIANAPOLIS,319922,0,1,1,0,0,0,1,MO,15053.458671479,550.448372367955
1983,1051563,1030005,1030005,1825 E MARYLAND ST,INDIANAPOLIS,43141,0,1,1,0,0,0,0,MO,4395.61575400853,299.969873730846
1984,1043982,1063378,1063378,417 N BEVILLE AVE,INDIANAPOLIS,49294,0,1,1,0,0,0,1,MO,4804.92133388383,344.596777741523
1985,1002362,1011948,1011948,3461 N COLORADO AVE,INDIANAPOLIS,213711,0,1,1,0,0,0,1,MO,12808.6021726245,456.057276485113
