X,Y,OBJECTID,INTERSECTION_TAG,TYPE1,TYPE2,TYPE3,STREET1,STREET2,STREET3,STREET4,STREET5,STREET6,STREET7,STREET8
-86.15720794451002,39.863739194784586,26288,81057,STREET/STREET,BUILT/BUILT,GRADE,MERIDIAN ST WDR,MERIDIAN ST,,,,,,
-86.214705155557624,39.817149547271512,26289,79864,STREET/STREET,BUILT/BUILT,GRADE,HIGHWOODS DR N,34TH ST,,,,,,
-86.211197899208386,39.814534287609007,26290,75138,STREET/STREET,BUILT/BUILT,GRADE,REX DR,KESSLER BLVD NDR,,,,,,
-86.011325481744507,39.695741637404382,26291,91776,STREET/STREET,BUILT/BUILT,GRADE,NEW BETHEL BLVD,FIELDING LN,,,,,,
-86.230827313235338,39.834207050393879,26292,51637,STREET/STREET,BUILT/BUILT,GRADE,VILLAGE TRACE CT,VILLAGE TRACE BLVD,,,,,,
-86.209560183505602,39.784223820470743,26293,75769,STREET/STREET,BUILT/BUILT,GRADE,MEDFORD AVE,12TH ST,,,,,,
-86.317295691556424,39.837448614072692,26294,51204,STREET/STREET,BUILT/BUILT,GRADE,LAKERIDGE DR,46TH ST,,,,,,
-86.082534591346231,39.701963857775915,26296,87272,STREET/STREET,BUILT/BUILT,GRADE,EMERSON AVE,VICTORY DR,UNNAMED,,,,,
-86.16827313107396,39.75919732505124,26297,74883,STREET/STREET,BUILT/BUILT,GRADE,ALIG ST,MERRILL ST,,,,,,
-86.162829485729986,39.647021623139082,26298,83609,STREET/STREET,BUILT/BUILT,GRADE,LINDA LEIGH LN,LOCKWOOD LN,,,,,,
-86.319181105163253,39.686948483559426,26299,83267,STREET/STREET,BUILT/BUILT,GRADE,THOMPSON RD,STANLEY RD,,,,,,
-85.985489043209341,39.799298745457534,26300,69419,STREET/STREET,BUILT/BUILT,GRADE,BERNIE DR,CHRIS DR,,,,,,
-86.289810363746355,39.844751492228923,26301,50918,STREET/STREET,BUILT/BUILT,GRADE,COPPERMILL CT,REED RD,,,,,,
-86.157081205368513,39.84681697537637,26302,81361,STREET/STREET,BUILT/BUILT,GRADE,MERIDIAN ST,52ND ST,,,,,,
-86.14802835551194,39.828624581801407,26303,80763,STREET/ALLEY,BUILT/BUILT,GRADE,40TH ST,ALLEY 575 E,,,,,,
-86.065110195860996,39.845974642947674,26305,58939,STREET/STREET,BUILT/BUILT,GRADE,ARLINGTON AVE,WINSTON DR,DICKSON RD,,,,,
-86.06899178902637,39.836702096642348,26306,58526,STREET/STREET,BUILT/BUILT,GRADE,44TH ST,PRISCILLA AVE,,,,,,
-86.121975985969996,39.843893226278681,26307,81703,STREET/STREET,BUILT/BUILT,GRADE,ERIE AVE,KEYSTONE AVE,,,,,,
-86.120623404017948,39.859083196947552,26308,81840,STREET/STREET,BUILT/BUILT,GRADE,MC LEAY DR,TACOMA AVE,,,,,,
-86.048035574762523,39.851390062267825,26309,58581,STREET/STREET,BUILT/BUILT,GRADE,CALDER WAY,OLD COLONY RD,,,,,,
-86.013970059300803,39.835547073515919,26310,58123,STREET/STREET,BUILT/BUILT,GRADE,CLINTON ST,RUE RIVIERA,,,,,,
-86.128170067914283,39.816028565228031,26311,77050,STREET/STREET,BUILT/BUILT,GRADE,33RD ST,ORCHARD AVE,,,,,,
-86.179029426985466,39.791661141636951,26312,76466,STREET/ALLEY,BUILT/BUILT,GRADE,MILBURN ST,ALLEY 1825 N,,,,,,
-86.159110391151728,39.813745539230055,26313,77331,STREET/STREET,BUILT/BUILT,GRADE,ILLINOIS ST,32ND ST,,,,,,
-86.139687141298992,39.808750662462678,26314,77261,STREET/ALLEY,BUILT/BUILT,GRADE,29TH ST,ALLEY 1050 E,,,,,,
-86.14775165006337,39.778716987200582,26315,92280,STREET/ALLEY,BUILT/BUILT,GRADE,MARY ST,PARK AVE,,,,,,
-86.118764515443175,39.759810896994573,26316,72132,STREET/STREET,BUILT/BUILT,GRADE,TEMPLE AVE,ENGLISH AVE,,,,,,
-86.117368429749746,39.738943391477541,26317,92347,STREET/STREET,BUILT/BUILT,GRADE,UNNAMED,,,,,,,
-86.126045926272567,39.738324229455358,26318,92409,STREET/ALLEY,BUILT/BUILT,GRADE,VILLA AVE,ALLEY 2150 S,,,,,,
-86.153740721922716,39.867884244436503,26319,80953,STREET/STREET,BUILT/BUILT,GRADE,62ND ST,DELAWARE ST,,,,,,
-86.185620436518803,39.921493788558884,26320,53806,STREET/STREET,BUILT/BUILT,GRADE,RACQUET BALL DR,EMILY DR,,,,,,
-86.200562456315311,39.765874210185586,26321,75781,STREET/STREET,BUILT/BUILT,GRADE,WASHINGTON ST,TREMONT ST,,,,,,
-86.274299335144207,39.786829648517902,26322,78444,STREET/STREET,BUILT/BUILT,GRADE,GLEN ARM RD,16TH ST,,,,,,
-86.206559285150092,39.770334675612361,26323,75259,STREET/STREET,BUILT/BUILT,GRADE,NEW YORK ST,WARMAN AVE,,,,,,
-86.131024814931237,39.801447528593826,26324,76222,STREET/STREET,BUILT/BUILT,GRADE,24TH ST,RALSTON AVE,,,,,,
-85.990621897777459,39.800383372561946,26325,69467,STREET/STREET,BUILT/BUILT,GRADE,WOODSMALL DR,MITTHOEFER RD,,,,,,
-86.107858472734819,39.862348727920541,26326,81976,STREET/STREET,BUILT/BUILT,GRADE,OLNEY ST,KESSLER BLVD EDR,,,,,,
-86.108264941433433,39.777542279775467,26327,72714,STREET/STREET,BUILT/BUILT,GRADE,ST CLAIR ST,TUXEDO ST,,,,,,
-86.111313325416859,39.834972906367398,26328,81438,STREET/STREET,BUILT/BUILT,GRADE,ABBY CREEK LN,MILLERSVILLE RD,,,,,,
-86.010024105836436,39.83038126596022,26329,58264,STREET/STREET,BUILT/BUILT,GRADE,ELMONTE DR,POST RD,,,,,,
-86.104614035837628,39.759992212754092,26330,72039,STREET/STREET,BUILT/BUILT,GRADE,PLEASANT RUN PKWY SDR,ENGLISH AVE,LAKE DR,,,,,
-86.090449955717929,39.84030195550438,26331,81631,STREET/STREET,BUILT/BUILT,GRADE,LINTON LN,46TH ST,,,,,,
-86.061282457433961,39.763788065394458,26332,70619,STREET/STREET,BUILT/BUILT,GRADE,UNIVERSITY AVE,CATHERWOOD AVE,,,,,,
-86.273688650352042,39.749976899203794,26333,77546,STREET/STREET,BUILT/BUILT,GRADE,GLEN ARM RD,MORRIS ST,,,,,,
-86.086370607043577,39.818339901378927,26334,71613,STREET/STREET,BUILT/BUILT,GRADE,34TH ST,RILEY AVE,,,,,,
-86.208620759062853,39.905688817942917,26335,51797,STREET/STREET,BUILT/BUILT,GRADE,PLAZA DR,GOTHAM LN,,,,,,
-86.2575301240595,39.855648401203425,26336,50762,STREET/STREET,BUILT/BUILT,GRADE,FEDERALIST CT,LIBERTY CREEK DR E,,,,,,
-86.262618355463985,39.834999590062978,26337,50710,STREET/STREET,BUILT/BUILT,GRADE,WOODLAND DR,RENN LN,,,,,,
-86.243414848293369,39.72054843104543,26338,89676,STREET/STREET,BUILT/BUILT,GRADE,TROY AVE,SOUTHWEST DR,,,,,,
-86.098843102357961,39.783416498090219,26339,72816,STREET/ALLEY,BUILT/BUILT,GRADE,12TH ST,ALLEY 4050 E,,,,,,
-85.999462716271594,39.846980890289899,26340,56906,STREET/STREET,BUILT/BUILT,GRADE,WOODHOUSE DR,STEPHANIE ANN DR,,,,,,
-86.118570393119128,39.805232032475743,26341,71756,STREET/ALLEY,BUILT/BUILT,GRADE,27TH ST,ALLEY 2650 E,,,,,,
-86.06594607279456,39.81711948371256,26342,58561,STREET/STREET,BUILT/BUILT,GRADE,33RD ST,CAMPBELL AVE,,,,,,
-86.255225941988712,39.907122258373043,26343,50149,STREET/STREET,BUILT/BUILT,GRADE,84TH ST,NORFOLK ST,,,,,,
-86.164905712202469,39.753014998251167,26344,90606,STREET/STREET,BUILT/BUILT,GRADE,WILKINS ST,ALLEY 325 W,,,,,,
-86.191040897149207,39.813318929100383,26345,75535,STREET/STREET,BUILT/BUILT,GRADE,WHITE RIVER PKWY EDR,RIVER SHORE PL,,,,,,
-86.200687718383037,39.82971390654162,26346,80630,STREET/STREET,BUILT/BUILT,GRADE,42ND ST,ROLAND RD,,,,,,
-86.065235930613667,39.890649474559225,26347,55585,STREET/STREET,BUILT/BUILT,GRADE,75TH ST,PAWTUCKET CT,,,,,,
-86.129414212912977,39.851279520047349,26348,81532,STREET/STREET,BUILT/BUILT,GRADE,54TH ST,CRITTENDEN AVE,,,,,,
-86.087561601251792,39.788853201142771,26349,71347,STREET/STREET,BUILT/BUILT,GRADE,16TH ST,DEQUINCY ST,,,,,,
-86.004908486979858,39.840755184011066,26350,57989,STREET/STREET,BUILT/BUILT,GRADE,46TH ST,KINGSBORO DR,,,,,,
-86.19897499081813,39.926673762831044,26351,52186,STREET/STREET,BUILT/BUILT,GRADE,96TH ST,BRIGHTWELL DR,,,,,,
-86.072274056945218,39.694743658055437,26352,86077,STREET/STREET,BUILT/BUILT,GRADE,THOMPSON RD,CANDY SPOTS DR,,,,,,
-86.020365296318715,39.822631994932834,26353,57726,STREET/STREET,BUILT/BUILT,GRADE,36TH PL,ALSACE DR,,,,,,
-86.036182399229716,39.811064531760714,26354,70114,STREET/STREET,BUILT/BUILT,GRADE,30TH ST,RICHARDT AVE,,,,,,
-85.99218219856229,39.804237831951461,26355,69189,STREET/STREET,BUILT/BUILT,GRADE,25TH ST,ATRIUM WAY,,,,,,
-86.150251254220436,39.812064618231183,26356,77172,STREET/ALLEY,BUILT/BUILT,GRADE,31ST ST,ALLEY 450 E,,,,,,
-86.141206257911549,39.792165396482964,26357,76698,STREET/STREET,BUILT/BUILT,GRADE,19TH ST,CORNELL AVE,,,,,,
-86.32210071448263,39.801314713234682,26358,82531,STREET/STREET,BUILT/BUILT,GRADE,TANSEL RD,MALLARD GREEN DR,,,,,,
-86.062591922198934,39.771734333095722,26359,70930,STREET/ALLEY,BUILT/BUILT,GRADE,WEBSTER AVE,ALLEY 25 N,,,,,,
-86.021049791134345,39.796592950070888,26360,69132,STREET/STREET,BUILT/BUILT,GRADE,21ST ST,SKYWAY DR,,,,,,
-86.085716615476755,39.694528414383122,26361,86043,STREET/STREET,BUILT/BUILT,GRADE,THOMPSON RD,RED ROBIN DR,,,,,,
-86.022830244563366,39.892115565919944,26362,56344,STREET/STREET,BUILT/BUILT,GRADE,TEEL WAY,OSPREY CIR,,,,,,
-86.226446456284933,39.926232698163084,26363,52366,STREET/STREET,BUILT/BUILT,GRADE,96TH ST,VALPARAISO CT,,,,,,
-86.324441770153598,39.746991307052937,26364,82784,STREET/STREET,BUILT/BUILT,GRADE,TENOR WAY,SALEM CREEK BLVD,,,,,,
-86.046243815399109,39.927045041226918,26365,56118,STREET/STREET,BUILT/BUILT,GRADE,96TH ST,MASTERS RD,,,,,,
-86.262829528492446,39.877496695705872,26366,50023,STREET/STREET,BUILT/BUILT,GRADE,WINDWARD WAY,ECHO LN,,,,,,
-86.254896060698144,39.751404989651519,26367,78165,STREET/STREET,BUILT/BUILT,GRADE,WASHINGTON ST,WORTH AVE,,,,,,
-86.218946325298901,39.875852072320185,26368,53670,STREET/STREET,BUILT/BUILT,GRADE,WATERLOO DR,KENTSTONE DR,,,,,,
-86.193258616770436,39.824528444871746,26369,80435,STREET/STREET,BUILT/BUILT,GRADE,38TH ST,38TH ST 006 RAMP D,,,,,,
-86.022129897402493,39.818950143917476,26370,58019,STREET/STREET,BUILT/BUILT,GRADE,34TH ST,HARVEST AVE,,,,,,
-86.250757601129195,39.814975486258248,26371,80203,STREET/STREET,BUILT/BUILT,GRADE,WATERGATE RD,WATERGATE MALL S,,,,,,
-86.323166254592621,39.79863776667753,26372,82649,STREET/STREET,BUILT/BUILT,GRADE,TANSEL RD,EIDERDOWN WAY,,,,,,
-86.259864483587535,39.899928728746737,26373,50224,STREET/STREET,BUILT/BUILT,GRADE,ZIONSVILLE RD,81ST ST,,,,,,
-86.040971799105193,39.754145422706806,26374,70783,STREET/STREET,BUILT/BUILT,GRADE,US 52 001 RAMP B,US 52 001 RAMP J,,,,,,
-86.10654079141753,39.728825586132025,26375,87777,STREET/STREET,BUILT/BUILT,GRADE,21ST AVE,DETROIT ST,,,,,,
-86.124315168552926,39.723111885922364,26376,87991,STREET/STREET,BUILT/BUILT,GRADE,TROY AVE,VILLA AVE,,,,,,
-86.277389665486041,39.779277988976688,26377,79078,STREET/STREET,BUILT/BUILT,GRADE,THORNDALE ST,10TH ST,,,,,,
-86.210044393056364,39.776502475171824,26378,75342,STREET/ALLEY,BUILT/BUILT,GRADE,WALNUT ST,ALLEY 3075 W,,,,,,
-85.99288155401652,39.768086854831147,26379,92604,STREET/STREET,BUILT/BUILT,GRADE,UNNAMED,LEGENDS CREEK PL,,,,,,
-86.036629761215579,39.796448385372877,26380,70411,STREET/STREET,BUILT/BUILT,GRADE,21ST ST,RICHARDT AVE,,,,,,
-86.186808301378647,39.79116066120141,26381,75317,STREET/ALLEY,BUILT/BUILT,GRADE,18TH ST,ALLEY 1375 W,,,,,,
-86.087070889382957,39.650140590554571,26382,85027,STREET/STREET,BUILT/BUILT,GRADE,WICHMAN WAY,WESTERBECK CT,,,,,,
-86.259874608668227,39.917239286483422,26383,50137,STREET/STREET,BUILT/BUILT,GRADE,ZIONSVILLE RD,UNKNOWN,,,,,,
-86.160953059002452,39.921852200748241,26384,52091,STREET/STREET,BUILT/BUILT,GRADE,WILLOWRUN DR,WILLOWGATE DR,,,,,,
-85.992601658847846,39.811568142847214,26385,57565,STREET/STREET,BUILT/BUILT,GRADE,30TH ST,MITTHOEFER PL,,,,,,
-86.11520722746819,39.789634055966644,26386,71039,STREET/STREET,BUILT/BUILT,GRADE,17TH ST,OXFORD ST,,,,,,
-86.241592568810447,39.755479023413393,26387,77976,STREET/STREET,BUILT/BUILT,GRADE,WASHINGTON ST,COLE ST,,,,,,
-86.02378457374698,39.915093437082199,26388,56538,STREET/STREET,BUILT/BUILT,GRADE,THOROUGHBRED RUN,STIRRUP CT,,,,,,
-86.118436501480232,39.900538151844991,26389,54340,STREET/STREET,BUILT/BUILT,GRADE,WHITE RIVER DR,IDLEWOOD DR,,,,,,
-86.16342008651884,39.912289037970112,26390,52949,STREET/STREET,BUILT/BUILT,GRADE,86TH ST,HOLLIDAY DR,,,,,,
-86.297090016169079,39.82033903648194,26391,79914,STREET/STREET,BUILT/BUILT,GRADE,WATERWOOD DR,SMALLWOOD LN W,,,,,,
-86.162803105814533,39.900739452801012,26392,53567,STREET/STREET,BUILT/BUILT,GRADE,WILLIAMS DR,WILLIAMS CT,,,,,,
-86.192136668938929,39.877113434301393,26394,51923,STREET/STREET,BUILT/BUILT,GRADE,66TH ST,SEXTANT DR,,,,,,
-86.250013180831075,39.894065359077253,26395,52745,STREET/STREET,BUILT/BUILT,GRADE,78TH ST,ALLISON AVE,,,,,,
-86.25221396508671,39.867241198081672,26396,50443,STREET/STREET,BUILT/BUILT,GRADE,62ND ST,RED CHALICE RD,,,,,,
-86.077718194430759,39.818358472721187,26397,58764,STREET/STREET,BUILT/BUILT,GRADE,34TH ST,DOWNEY AVE,,,,,,
-86.07268113190004,39.796272319405226,26398,70976,STREET/STREET,BUILT/BUILT,GRADE,21ST ST,LAYMAN AVE,,,,,,
-86.265638261084177,39.859590023168757,26399,51028,STREET/STREET,BUILT/BUILT,GRADE,VICKSBURG LN,BLACKLEY LN,,,,,,
-86.116026399122148,39.723215027349056,26400,87926,STREET/STREET,BUILT/BUILT,GRADE,TROY AVE,RURAL ST,,,,,,
-86.25864497243289,39.787130816078516,26401,91883,STREET/STREET,BUILT/BUILT,GRADE,16TH ST,CUNNINGHAM RD,,,,,,
-86.222640594687007,39.809613268337493,26402,80130,STREET/STREET,BUILT/BUILT,GRADE,30TH ST,MERCHANTS DR,,,,,,
-86.264223092894113,39.772631310441049,26403,77606,STREET/STREET,BUILT/BUILT,GRADE,TRAFALGER LN,LAKEVIEW DR,,,,,,
-85.997376127749519,39.826203569128964,26404,57373,STREET/STREET,BUILT/BUILT,GRADE,38TH ST,ARQUETTE DR,,,,,,
-86.147666583478113,39.768984282988434,26405,73291,STREET/ALLEY,BUILT/BUILT,GRADE,WABASH ST,ALLEY 575 E,,,,,,
-85.947457255006185,39.887283592050942,26406,56255,STREET/STREET,BUILT/BUILT,GRADE,VAN SPRONSEN CT,YOLANDA CT,,,,,,
-86.081908015651251,39.81836500156524,26407,59100,STREET/STREET,BUILT/BUILT,GRADE,34TH ST,LELAND AVE,,,,,,
-86.024656013009462,39.781877619894352,26409,70429,STREET/STREET,BUILT/BUILT,GRADE,10TH ST,BELMAR AVE,,,,,,
-86.319047078455128,39.790337123075034,26410,82467,STREET/STREET,BUILT/BUILT,GRADE,WALLSTREET DR,BLUE CHIP CIR,,,,,,
-86.008215131709605,39.822035362847885,26411,57731,STREET/STREET,BUILT/BUILT,GRADE,36TH ST,BREEN DR,,,,,,
-86.147158712606668,39.759773207310865,26412,73215,STREET/STREET,BUILT/BUILT,GRADE,LEXINGTON AVE,PARK AVE,,,,,,
-86.29487965302414,39.881903732116122,26413,50155,STREET/STREET,BUILT/BUILT,GRADE,I-65,I-65 124 RAMP C,,,,,,
-86.296649527311914,39.741674648372879,26414,82792,STREET/STREET,BUILT/BUILT,GRADE,RESEARCH WAY,MILES DR,,,,,,
-86.153624626330569,39.635871792264865,26415,83674,STREET/STREET,BUILT/BUILT,GRADE,STONEGATE WAY,STONEDALE PL,,,,,,
-86.021316095424226,39.848502440286126,26416,57809,STREET/STREET,BUILT/BUILT,GRADE,HARMON WAY,UNNAMED,,,,,,
-86.180789270397781,39.645758067786836,26418,84575,STREET/STREET,BUILT/BUILT,GRADE,MAPLE STREAM DR,STREAM VIEW CT,,,,,,
-86.19697803397915,39.882896936874005,26419,52960,STREET/STREET,BUILT/BUILT,GRADE,HAWKESBURY LN,KNOBWOOD DR,,,,,,
-86.147283910159132,39.75791642021855,26420,93239,STREET/ALLEY,BUILT/BUILT,GRADE,STEVENS ST,ALLEY 650 E,,,,,,
-86.046790530885815,39.641348977881918,26421,84870,STREET/STREET,BUILT/BUILT,GRADE,RAPP DR,RUTHERFORD DR,,,,,,
-86.035248143812908,39.825117807596001,26422,57836,STREET/STREET,BUILT/BUILT,GRADE,RUSKIN PL,MITCHNER AVE,,,,,,
-86.166214501420868,39.752667184163847,26423,74141,STREET/STREET,BUILT/BUILT,GRADE,MISSOURI ST,I-70 079 RAMP B,,,,,,
-86.252664553932803,39.750471367221721,26424,77775,STREET/STREET,BUILT/BUILT,GRADE,MORRIS ST,BILTMORE AVE,,,,,,
-86.104396055420594,39.760948048424751,26425,72037,STREET/STREET,BUILT/BUILT,GRADE,PLEASANT RUN PKWY SDR,DELOSS ST,,,,,,
-86.10385779424908,39.771068638040305,26426,72505,STREET/STREET,BUILT/BUILT,GRADE,KEALING AVE,MARKET ST,,,,,,
-86.105646538420856,39.671180778524203,26427,84819,STREET/STREET,BUILT/BUILT,GRADE,LORETTA DR,TULIP DR,,,,,,
-86.148901123846386,39.750529496598517,26428,93150,STREET/ALLEY,BUILT/BUILT,GRADE,SANDERS ST,ALLEY 550 E,,,,,,
-85.990663474504359,39.92265191263305,26429,56722,STREET/STREET,BUILT/BUILT,GRADE,SOUTHWIND DR,LAKEWIND DR,,,,,,
-85.990997249359594,39.82044326254249,26430,57603,STREET/STREET,BUILT/BUILT,GRADE,MITTHOEFER RD,PARK DAVIS DR,,,,,,
-86.168003755300035,39.645369810591134,26431,84156,STREET/STREET,BUILT/BUILT,GRADE,RAHKE RD,HILL VALLEY DR,,,,,,
-86.185831309653452,39.910120030570233,26432,52609,STREET/STREET,BUILT/BUILT,GRADE,LANCASHIRE CT,ROTHBURY DR,,,,,,
-86.221271019841595,39.862292026067983,26433,50527,STREET/STREET,BUILT/BUILT,GRADE,NORTHLAND RD,COACHMAN DR,,,,,,
-86.205526246407658,39.86698152695498,26434,51159,STREET/STREET,BUILT/BUILT,GRADE,SPRINGFIELD DR,KING AVE,,,,,,
-86.150313228334468,39.782702003803053,26435,75956,STREET/STREET,BUILT/BUILT,GRADE,I-65,I-65 113 RAMP A,,,,,,
-86.266025453559294,39.858090628551984,26436,51650,STREET/STREET,BUILT/BUILT,GRADE,PILGRIM DR,FRASER CT,,,,,,
-86.078429844278119,39.673355561322573,26437,85625,STREET/STREET,BUILT/BUILT,GRADE,LAVA LN,LAVA CT,,,,,,
-86.078592023575169,39.813206959742523,26438,71280,STREET/STREET,BUILT/BUILT,GRADE,MASSACHUSETTS AVE,32ND ST,,,,,,
-86.027623811720787,39.813921938619629,26439,70516,STREET/STREET,BUILT/BUILT,GRADE,ROSEWAY DR,ROSEWAY CT,,,,,,
-86.25864700492501,39.844187370610037,26440,51223,STREET/STREET,BUILT/BUILT,GRADE,I-65,I-65 121 RAMP B,,,,,,
-86.189650013555919,39.635369126562708,26441,83936,STREET/STREET,BUILT/BUILT,GRADE,RIDGE HILL DR,HUNTING DR,,,,,,
-85.957115483991473,39.874594677300834,26442,55801,STREET/STREET,BUILT/BUILT,GRADE,OAKLANDON RD,OSHAWA ST,,,,,,
-86.013310205662066,39.834179096839598,26443,57621,STREET/STREET,BUILT/BUILT,GRADE,RUE MADELEINE,RUE LEMANS,,,,,,
-86.041777036845573,39.756555880746959,26444,69935,STREET/STREET,BUILT/BUILT,GRADE,SHADELAND AVE,US 52 001 RAMP B,,,,,,
-86.191307157301267,39.774721634938714,26445,75689,STREET/STREET,BUILT/BUILT,GRADE,MICHIGAN ST,CABLE ST,,,,,,
-86.186103751578912,39.920324763290971,26446,53072,STREET/STREET,BUILT/BUILT,GRADE,MISTY LN,MISTY CT,,,,,,
-86.2803294449117,39.83517230283298,26447,51209,STREET/STREET,BUILT/BUILT,GRADE,INLAND DR E,DUNSANY LN,,,,,,
-86.136152832349907,39.852820759726939,26448,81035,STREET/STREET,BUILT/BUILT,GRADE,HAVERFORD AVE,55TH ST,,,,,,
-86.10945104711503,39.836655863079734,26449,81649,STREET/STREET,BUILT/BUILT,GRADE,MILLERSVILLE RD,ABBY CREEK LN,,,,,,
-86.155273214303392,39.769852682295323,26450,73017,STREET/ALLEY,BUILT/BUILT,GRADE,OHIO ST,TALBOTT ST,,,,,,
-86.14779144437712,39.782676381633742,26451,76796,STREET/STREET,BUILT/BUILT,GRADE,I-65,I-70 083 RAMP B,,,,,,
-86.157854282036169,39.880199223104327,26452,53286,STREET/STREET,BUILT/BUILT,GRADE,MERIDIAN ST,70TH ST,,,,,,
-86.134304727191619,39.642850826174616,26453,85486,STREET/STREET,BUILT/BUILT,GRADE,STOP 12 RD,BEECHMILL LN,,,,,,
-86.087746815663152,39.661238471083514,26454,85572,STREET/STREET,BUILT/BUILT,GRADE,SUNDANCE DR,SUNPOINT CIR,,,,,,
-86.122184678200853,39.859882890843394,26455,82034,STREET/STREET,BUILT/BUILT,GRADE,KEYSTONE AVE,RYAN DR,,,,,,
-86.051286103123076,39.860889899471026,26456,58657,STREET/STREET,BUILT/BUILT,GRADE,SAN CLEMENTE DR,KAYSER CT,,,,,,
-86.106309109628754,39.64522309886997,26459,85384,STREET/STREET,BUILT/BUILT,GRADE,MONTGOMERY AVE,COLD HARBOR DR,,,,,,
-86.158477989456827,39.667079560572702,26460,83737,STREET/STREET,BUILT/BUILT,GRADE,MERIDIAN ST,JORDAN RD,,,,,,
-86.27186840497663,39.83772980473293,26461,50577,STREET/STREET,BUILT/BUILT,GRADE,MISSION DR,PINEHOLLOW CT,,,,,,
-86.034389449473707,39.911634634994833,26462,55625,STREET/STREET,BUILT/BUILT,GRADE,MEGAN LN,MEGAN CT,,,,,,
-86.159433967230726,39.784974912477402,26463,76845,STREET/ALLEY,BUILT/BUILT,GRADE,ILLINOIS ST,ALLEY 1325 N,,,,,,
-86.125836346239012,39.726758915153269,26464,87428,STREET/STREET,BUILT/BUILT,GRADE,RANDOLPH ST,CAMERON ST,,,,,,
-86.118229094688928,39.649303674345767,26465,85228,STREET/STREET,BUILT/BUILT,GRADE,SIEAR TERRACE,APPLETON TERRACE,,,,,,
-86.111838959093816,39.65036096556986,26466,84875,STREET/STREET,BUILT/BUILT,GRADE,STOP 11 RD,MC FARLAND RD,,,,,,
-86.113579275184335,39.650338008279064,26467,84980,STREET/STREET,BUILT/BUILT,GRADE,STOP 11 RD,PICKFORD DR,,,,,,
-86.19312716119444,39.743758141318963,26468,88690,STREET/STREET,BUILT/BUILT,GRADE,MINNESOTA ST,SHEPARD ST,,,,,,
-86.054086853611764,39.827101522884071,26469,58687,STREET/STREET,BUILT/BUILT,GRADE,LENNINGTON DR,PASADENA ST,,,,,,
-85.997624748569592,39.904848616370082,26470,56398,STREET/STREET,BUILT/BUILT,GRADE,LOGANBERRY LN,SWEETCLOVER DR,,,,,,
-85.948089123035345,39.884570527321515,26471,56510,STREET/STREET,BUILT/BUILT,GRADE,OLD ORCHARD DR,SYCAMORE DR,,,,,,
-86.327852036883584,39.849916667591344,26472,51654,STREET/STREET,BUILT/BUILT,GRADE,RACEWAY RD,WOODACRE BLVD SDR,,,,,,
-86.193851493332957,39.905542314223496,26473,52472,STREET/STREET,BUILT/BUILT,GRADE,HARCOURT RD,DUGAN DR,,,,,,
-86.255307104699924,39.730112918666634,26474,89491,STREET/STREET,BUILT/BUILT,GRADE,SAM JONES EXPRESSWAY,S JONES 001-2 RAMP D,,,,,,
-86.26389102197777,39.661939802398969,26475,90911,STREET/STREET,BUILT/BUILT,GRADE,OLDHAM DR,MINDEN DR,,,,,,
-86.19195938005538,39.743795504021215,26476,88841,STREET/STREET,BUILT/BUILT,GRADE,MINNESOTA ST,LEE ST,,,,,,
-86.028342018409845,39.793283624096659,26477,70335,STREET/STREET,BUILT/BUILT,GRADE,QUEENSBRIDGE DR,QUEENSBRIDGE COMMONS,,,,,,
-86.071409301408281,39.787087125542037,26478,70659,STREET/STREET,BUILT/BUILT,GRADE,LESLEY AVE,14TH ST,,,,,,
-86.153215897618082,39.776069461301134,26479,73591,STREET/ALLEY,BUILT/BUILT,GRADE,HUDSON ST,EMMETT ST,,,,,,
-86.286595404907601,39.811138824288307,26480,79366,STREET/STREET,BUILT/BUILT,GRADE,MARINER WAY,BREAKWATER DR,,,,,,
-86.260122225267182,39.766785499444595,26481,77802,STREET/STREET,BUILT/BUILT,GRADE,MICKLEY AVE,MARKET ST,,,,,,
-85.974576203423169,39.909795858304769,26482,55446,STREET/STREET,BUILT/BUILT,GRADE,HALYARD WAY,CLEW CT,,,,,,
-86.254281681970525,39.914629567986303,26483,50165,STREET/STREET,BUILT/BUILT,GRADE,ROCK HAMPTON CT,ROBBINS RD,,,,,,
-86.281388516447208,39.768270142147507,26484,78081,STREET/STREET,BUILT/BUILT,GRADE,HEATHER DR,CEDAR BLUFF DR,,,,,,
-86.167399044668329,39.736753872287707,26485,88973,STREET/STREET,BUILT/BUILT,GRADE,OLD RAYMOND ST,UNKNOWN,,,,,,
-86.277143290678396,39.91396950636102,26486,50310,STREET/STREET,BUILT/BUILT,GRADE,WORTHINGTON CT,WORTHINGTON CIR,,,,,,
-86.01402207433064,39.811314768561203,26487,69348,STREET/STREET,BUILT/BUILT,GRADE,30TH ST,ROUTIERS AVE,,,,,,
-86.269004598896061,39.833445995376607,26488,50469,STREET/STREET,BUILT/BUILT,GRADE,WEDGEWOOD WAY,TOWNE CT,,,,,,
-86.147526233628966,39.923470808950846,26489,53342,STREET/STREET,BUILT/BUILT,GRADE,93RD ST,BROADWAY ST,,,,,,
-86.075882929794929,39.893790839994978,26490,55115,STREET/STREET,BUILT/BUILT,GRADE,WHITTIER LN,WHITTIER PL,,,,,,
-85.942694606434273,39.872643017783702,26491,91688,STREET/STREET,BUILT/BUILT,GRADE,TEACUP WAY,LOOKING GLASS LN,,,,,,
