X,Y,OBJECTID,INTERSECTION_TAG,TYPE1,TYPE2,TYPE3,STREET1,STREET2,STREET3,STREET4,STREET5,STREET6,STREET7,STREET8
-86.114422740026754,39.781797654462885,6495,72086,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 2950 E,ALLEY 1050 N,,,,,,
-86.150143845683004,39.784492597657596,6497,75933,STREET/ALLEY,BUILT/BUILT,GRADE,PECK ST,13TH ST,,,,,,
-86.132796837857612,39.768297326270151,6498,72948,STREET/ALLEY,BUILT/BUILT,GRADE,MARKET ST,ALLEY 1550 E,,,,,,
-86.130672238716201,39.752399808427114,6499,73105,STREET/STREET,BUILT/BUILT,GRADE,PROSPECT ST,STATE AVE,,,,,,
-86.033224392260578,39.758731147112904,6500,69874,STREET/STREET,BUILT/BUILT,GRADE,HOYT AVE,MITCHNER AVE,,,,,,
-86.153744728062648,39.859663076918508,6501,80920,STREET/STREET,BUILT/BUILT,GRADE,58TH ST,DELAWARE ST,,,,,,
-86.161395321759144,39.775592563318241,6502,74386,STREET/STREET,BUILT/BUILT,GRADE,CAPITOL AVE,NORTH ST,,,,,,
-85.956597949783784,39.915471695826547,6503,55477,STREET/STREET,BUILT/BUILT,GRADE,ADMIRALS POINTE DR,OLD STONE DR,,,,,,
-86.072569350693925,39.783402178334846,6504,71001,STREET/STREET,BUILT/BUILT,GRADE,LAYMAN AVE,11TH ST,,,,,,
-86.092754956096201,39.782469695322341,6505,72095,STREET/STREET,BUILT/BUILT,GRADE,LINWOOD AVE,11TH ST,,,,,,
-86.12195182636664,39.719485589445853,6506,87995,STREET/STREET,BUILT/BUILT,GRADE,MURRY ST,ST PAUL ST,,,,,,
-86.184573356021346,39.718402381316075,6507,89117,STREET/STREET,BUILT/BUILT,GRADE,MURRAY ST,COFFEY ST,,,,,,
-86.083880440794829,39.842893889184914,6508,58932,STREET/STREET,BUILT/BUILT,GRADE,THORNLEIGH DR,EMERSON AVE,,,,,,
-86.225096549565336,39.718636883016437,6509,89690,STREET/STREET,BUILT/BUILT,GRADE,HOLT RD,PERRY ST,,,,,,
-86.13845704846095,39.888906156425968,6510,51842,STREET/STREET,BUILT/BUILT,GRADE,74TH ST,EDGEWATER DR,,,,,,
-86.162163191611,39.805398429095014,6511,76898,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 2700 N,GRACELAND AVE,,,,,,
-86.117894360962154,39.776499861688642,6512,72740,STREET/ALLEY,BUILT/BUILT,GRADE,EASTERN AVE,ALLEY 625 N,,,,,,
-86.187067328087082,39.685791387401778,6513,84223,STREET/STREET,BUILT/BUILT,GRADE,EPLER AVE,HARDING ST,,,,,,
-86.136353220770658,39.862284533010829,6514,81270,STREET/STREET,BUILT/BUILT,GRADE,HAVERFORD AVE,KESSLER BLVD EDR,,,,,,
-86.090458775468292,39.794345609648644,6515,71146,STREET/STREET,BUILT/BUILT,GRADE,20TH ST,BOSART AVE,,,,,,
-86.163373777256453,39.77143665000299,6516,74942,STREET/STREET,BUILT/BUILT,GRADE,SENATE AVE,NEW YORK ST,,,,,,
-86.191293159247181,39.858348484144429,6517,93463,STREET/ALLEY,BUILT/BUILT,GRADE,STEVENSON ST,ALLEY 1725 W,,,,,,
-85.958507791675288,39.815567672379842,6518,57408,STREET/STREET,BUILT/BUILT,GRADE,CLUSTER PINE LN,HIDDEN PINE DR,CLUSTER PINE DR,,,,,
-86.208387206075088,39.784232950371319,6519,75456,STREET/STREET,BUILT/BUILT,GRADE,12TH ST,SHARON AVE,,,,,,
-86.029564498298711,39.844010145131648,6520,58249,STREET/STREET,BUILT/BUILT,GRADE,48TH ST,NORMAL AVE,,,,,,
-86.125144339200034,39.781846962807109,6521,91335,STREET/ALLEY,BUILT/BUILT,GRADE,HAMILTON AVE,ALLEY 1025 N,,,,,,
-86.092094689568313,39.823497162972743,6522,81622,STREET/STREET,BUILT/BUILT,GRADE,DREXEL AVE,37TH ST,,,,,,
-86.063440967933829,39.855049180594484,6523,58504,STREET/STREET,BUILT/BUILT,GRADE,THE MALL,56TH ST,HEDGEROW DR,,,,,
-86.096397576789755,39.806884869368126,6524,71442,STREET/STREET,BUILT/BUILT,GRADE,28TH ST,GLADSTONE AVE,,,,,,
-86.222895865405675,39.915750348885297,6525,53496,STREET/STREET,BUILT/BUILT,GRADE,WESLEYAN RD,VINCENNES RD,,,,,,
-86.280518438413964,39.823370492182498,6526,79769,STREET/STREET,BUILT/BUILT,GRADE,I-465 017 RAMP D,38TH ST,,,,,,
-86.159664228889667,39.773457040950291,6527,74295,STREET/ALLEY,BUILT/BUILT,GRADE,ILLINOIS ST,ALLEGHENY ST,,,,,,
-86.040204644568377,39.830060202690589,6528,57655,STREET/STREET,BUILT/BUILT,GRADE,PENDLETON PIKE,KERCHEVAL DR,,,,,,
-86.130491001737667,39.857002120394647,6529,81784,STREET/STREET,BUILT/BUILT,GRADE,KINGSLEY DR,57TH ST,,,,,,
-86.124596869722552,39.794415209175817,6530,76075,STREET/STREET,BUILT/BUILT,GRADE,FERNWAY ST,CAROLINE AVE,,,,,,
-86.139492028343824,39.664497742574135,6531,84487,STREET/STREET,BUILT/BUILT,GRADE,SHELBY ST,SOUTHPORT RD,,,,,,
-86.13843602718282,39.78440901636619,6532,76593,STREET/STREET,BUILT/BUILT,GRADE,YANDES ST,13TH ST,,,,,,
-86.117521826886772,39.852649139632867,6533,81956,STREET/STREET,BUILT/BUILT,GRADE,55TH ST,RURAL ST,,,,,,
-86.137471700450789,39.799485718040692,6534,76303,STREET/ALLEY,BUILT/BUILT,GRADE,23RD ST,ALLEY 1250 E,,,,,,
-86.141057567530893,39.832380009047469,6535,80378,STREET/STREET,BUILT/BUILT,GRADE,42ND ST,WINTHROP AVE,,,,,,
-86.068422959601406,39.829358988536065,6536,58692,STREET/STREET,BUILT/BUILT,GRADE,40TH ST,PRISCILLA AVE,,,,,,
-86.198049595252868,39.747199798136847,6537,75530,STREET/STREET,BUILT/BUILT,GRADE,HOWARD ST,SHEFFIELD AVE,,,,,,
-86.111739931142992,39.782536364176572,6538,72251,STREET/ALLEY,BUILT/BUILT,GRADE,11TH ST,ALLEY 3150 E,,,,,,
-86.260041265811282,39.748800779191036,6539,77608,STREET/STREET,BUILT/BUILT,GRADE,CHELSEA RD,MICKLEY AVE,,,,,,
-86.113227305611687,39.806797956396622,6540,71261,STREET/STREET,BUILT/BUILT,GRADE,WHEELER ST,28TH ST,,,,,,
-86.25987435513369,39.906956009775186,6541,50142,STREET/STREET,BUILT/BUILT,GRADE,ZIONSVILLE RD,84TH ST,,,,,,
-86.066122636876415,39.829371175044294,6542,58791,STREET/STREET,BUILT/BUILT,GRADE,40TH ST,CAMPBELL AVE,,,,,,
-86.186866980149418,39.692476329053846,6543,84439,STREET/STREET,BUILT/BUILT,GRADE,THOMPSON RD,SR 37,,,,,,
-86.147701734750683,39.788431322312348,6544,76158,STREET/STREET,BUILT/BUILT,GRADE,16TH ST,PARK AVE,,,,,,
-86.19406208046928,39.756524539395585,6545,75697,STREET/STREET,BUILT/BUILT,GRADE,MCCARTY ST,KAPPES ST,,,,,,
-86.123581248110554,39.754274510575584,6546,73422,STREET/STREET,BUILT/BUILT,GRADE,ST PAUL ST,WOODLAWN AVE,,,,,,
-86.0367582323032,39.849954435332364,6547,58288,STREET/STREET,BUILT/BUILT,GRADE,53RD ST,RICHARDT AVE,,,,,,
-86.149159892597027,39.862188805559413,6548,81062,STREET/ALLEY,BUILT/BUILT,GRADE,ALLEY 550 E,KESSLER BLVD EDR,PARK AVE,,,,,
-86.116541987040875,39.781345405743771,6549,72854,STREET/STREET,BUILT/BUILT,GRADE,10TH ST,RURAL ST,,,,,,
-86.133457637405257,39.770415186779047,6550,73857,STREET/STREET,BUILT/BUILT,GRADE,ARSENAL AVE,MARLOWE AVE,,,,,,
-86.22113758174504,39.785793400256864,6551,78684,STREET/STREET,BUILT/BUILT,GRADE,14TH ST,ROCHESTER AVE,,,,,,
-86.163344474822651,39.821119436992575,6552,80488,STREET/ALLEY,BUILT/BUILT,GRADE,36TH ST,ALLEY 275 W,,,,,,
-86.14744264333423,39.828630282090117,6553,80738,STREET/STREET,BUILT/BUILT,GRADE,PARK AVE,40TH ST,,,,,,
-86.145816780218965,39.881162219496439,6554,53416,STREET/STREET,BUILT/BUILT,GRADE,COLLEGE AVE,70TH ST,,,,,,
-86.122149153518436,39.875965173923277,6555,54463,STREET/STREET,BUILT/BUILT,GRADE,KEYSTONE AVE,65TH ST,,,,,,
-86.123976318037734,39.808913314212049,6556,77205,STREET/STREET,BUILT/BUILT,GRADE,29TH ST,HILLSIDE AVE,,,,,,
-86.154001795312297,39.724226504385044,6557,89114,STREET/STREET,BUILT/BUILT,GRADE,BERWYN ST,BRILL RD,,,,,,
-86.213352879134405,39.875150678623037,6558,54037,STREET/STREET,BUILT/BUILT,GRADE,WATERLOO DR,KELSEY DR,,,,,,
-86.145302222627947,39.863884606476461,6559,93575,STREET/ALLEY,BUILT/BUILT,GRADE,60TH ST,ALLEY 750 E,,,,,,
-86.137593292557128,39.862277624077365,6560,80790,STREET/STREET,BUILT/BUILT,GRADE,CRESTVIEW AVE,KESSLER BLVD EDR,,,,,,
-85.994022321603452,39.761393298567803,6563,69961,STREET/STREET,BUILT/BUILT,GRADE,TREYBURN LAKES DR,TREYBURN LAKES WAY,,,,,,
-86.325729912722522,39.742221901107968,6564,90228,STREET/STREET,BUILT/BUILT,GRADE,TIMPANI WAY,COMPOSER WAY,,,,,,
-86.09119859606939,39.88602188227425,6566,54882,STREET/STREET,BUILT/BUILT,GRADE,BRIARWOOD DR,DOVER CT,DOVER DR,,,,,
-86.057824898469491,39.662146225380184,6569,84986,STREET/STREET,BUILT/BUILT,GRADE,FEATHER RUN DR,FEATHER RUN CIR,,,,,,
-86.261568285187138,39.834810000140777,6573,51764,STREET/STREET,BUILT/BUILT,GRADE,44TH ST,RENN LN,,,,,,
-86.100595956930633,39.895887252765824,6574,54500,STREET/STREET,BUILT/BUILT,GRADE,78TH ST,CHESTER AVE,,,,,,
-85.978204198421764,39.828413440041402,6575,57095,STREET/STREET,BUILT/BUILT,GRADE,MISTFLOWER WAY,SNOWDROP WAY,,,,,,
-86.281113472460873,39.838657720977551,6576,50539,STREET/STREET,BUILT/BUILT,GRADE,OWLS NEST DR,OWLS NEST PL,OWLS NEST CT,,,,,
-86.236349939750355,39.855148722029021,6577,50982,STREET/STREET,BUILT/BUILT,GRADE,BROOKMEADOW DR,RIVERBROOK LN,,,,,,
-86.060772169540314,39.853721569176905,6579,59002,STREET/STREET,BUILT/BUILT,GRADE,55TH PL,DANIEL DR,,,,,,
-86.149813440063127,39.662297878534368,6583,83910,STREET/STREET,BUILT/BUILT,GRADE,LINDENWOOD DR,BANGOR DR,,,,,,
-86.038992335992546,39.887887775102378,6588,55795,STREET/STREET,BUILT/BUILT,GRADE,RAILHEAD CT,BLUE CREEK WDR,BLUE CREEK SDR,,,,,
-86.138189238511302,39.736364943903602,6589,88609,STREET/ALLEY,BUILT/BUILT,GRADE,ALLEY 2275 S,UNNAMED,,,,,,
-86.109335002276737,39.843849671176066,6590,81484,STREET/STREET,BUILT/BUILT,GRADE,48TH ST,TUXEDO ST,,,,,,
-86.044726259156249,39.798783676236702,6591,70083,STREET/STREET,BUILT/BUILT,GRADE,I-70 089 RAMP N,I-465 044 RAMP N,I-70 089 RAMP H,,,,,
-85.962643519998238,39.793543020187379,6592,69625,STREET/STREET,BUILT/BUILT,GRADE,SHADY HOLLOW LN,MUTZ DR,,,,,,
-86.057411808109507,39.650610644722256,6593,84708,STREET/STREET,BUILT/BUILT,GRADE,AMBLE WAY,AMARILLO WAY,AMARILLO DR,,,,,
-86.048755293850803,39.645807027967251,6594,85481,STREET/STREET,BUILT/BUILT,GRADE,FLICK WAY,HARRIET DR,,,,,,
-86.054934990190503,39.650936414011653,6595,85319,STREET/STREET,BUILT/BUILT,GRADE,AMARILLO WAY,SOUTHERN TRAILS PL,,,,,,
-86.038473353599173,39.751298968719695,6596,70792,STREET/STREET,BUILT/BUILT,GRADE,SADLIER CIR WDR,SADLIER CIR NDR,SHORTRIDGE RD,,,,,
-86.253807441699465,39.770499229809026,6598,77893,STREET/STREET,BUILT/BUILT,GRADE,CANOPY WAY,CANOPY CT,GREENSWARD LN,,,,,
-86.212149712430318,39.667555932975858,6599,90236,STREET/STREET,BUILT/BUILT,GRADE,EARLSWOOD LN,EVERBLOOM WAY,,,,,,
-86.071143272156277,39.658416592317884,6613,93002,STREET/STREET,BUILT/BUILT,GRADE,SYCAMORE RUN DR,PEAKING FOX DR,,,,,,
-86.274402671783733,39.812332187385614,6619,79416,STREET/STREET,BUILT/BUILT,GRADE,LUPINE DR,,,,,,,
-86.112539952024179,39.645738336140155,6621,85039,STREET/STREET,BUILT/BUILT,GRADE,PICKFORD DR,PICKFORD CT,,,,,,
-86.217373930321656,39.814435353157556,6623,79970,STREET/STREET,BUILT/BUILT,GRADE,ALTON AVE,33RD ST,,,,,,
-86.056174182593338,39.80366097873906,6624,70581,STREET/STREET,BUILT/BUILT,GRADE,25TH ST,KENYON ST,,,,,,
-86.000552766916101,39.854122829676506,6625,57464,STREET/STREET,BUILT/BUILT,GRADE,WHEEL ESTATES WDR,WHEEL ESTATES NDR,,,,,,
-86.144258772853561,39.76981545340653,6626,73161,STREET/STREET,BUILT/BUILT,GRADE,FULTON ST,DAVIDSON ST,,,,,,
-86.296282541488935,39.821140778887219,6627,80200,STREET/STREET,BUILT/BUILT,GRADE,SMALLWOOD LN E,WATERWOOD PKWY,SMALLWOOD LN W,,,,,
-86.326333164163358,39.632184069642499,6629,83533,STREET/STREET,BUILT/BUILT,GRADE,OGDEN DUNES RD,COUNTY LINE RD,,,,,,
-85.948446576918656,39.880028294973407,6631,56747,STREET/STREET,BUILT/BUILT,GRADE,SPARROWOOD BLVD,SPARROWOOD DR,,,,,,
-86.011219783351692,39.888181184760754,6632,55992,STREET/STREET,BUILT/BUILT,GRADE,WESTMINSTER CT,KINLOCK DR,WESTMINSTER DR,,,,,
-86.206636354823672,39.907651620719101,6633,89904,STREET/STREET,BUILT/BUILT,GRADE,BANEBERRY LN,RIVER ALDER WAY,,,,,,
-86.112280978167348,39.65905600627287,6635,85450,STREET/STREET,BUILT/BUILT,GRADE,SIMONE DR,EARL DR,,,,,,
-86.125400970460888,39.840221628153841,6636,81754,STREET/STREET,BUILT/BUILT,GRADE,CAROLINE ST,46TH ST,,,,,,
-86.123693067781616,39.841578104696481,6637,95227,STREET/ALLEY,BUILT/BUILT,GRADE,47TH ST,ALLEY 2250 E,,,,,,
-86.011177736430412,39.704533835587107,6638,95382,ALLEY/ALLEY,BUILT/BUILT,GRADE,ALLEY 8825 E,ALLEY 4425 S,,,,,,
-86.206994101718763,39.761904310771349,6639,95453,STREET/ALLEY,BUILT/BUILT,GRADE,BERTHA ST,ALLEY 2850 W,,,,,,
-86.146417904400593,39.845034396597065,6640,95550,STREET/ALLEY,BUILT/BUILT,GRADE,51ST ST,ALLEY 675 E,,,,,,
-86.155430334854231,39.738282818198272,6641,96399,STREET/ALLEY,BUILT/BUILT,GRADE,DELAWARE ST,ALLEY 2150 S,,,,,,
-86.15481042272198,39.737247490221812,6642,96410,STREET/ALLEY,BUILT/BUILT,GRADE,RAYMOND ST,ALLEY 175 E,,,,,,
-86.080374513132185,39.836907550696004,6643,59075,STREET/STREET,BUILT/BUILT,GRADE,WEXFORD RD,ASHBOURNE LN,,,,,,
-86.188413891749377,39.749417274402134,6644,75615,STREET/STREET,BUILT/BUILT,GRADE,BLAINE AVE,LAMBERT ST,,,,,,
-86.156255256037568,39.746081044593687,6645,88940,STREET/STREET,BUILT/BUILT,GRADE,PALMER ST,TALBOTT ST,,,,,,
-86.244750362999469,39.744712752737925,6646,89555,STREET/STREET,BUILT/BUILT,GRADE,DUNLAP AVE,MILLER ST,,,,,,
-86.161216139101043,39.728492381453307,6647,88777,STREET/ALLEY,BUILT/BUILT,GRADE,BAKEMEYER ST,CAPITOL AVE,,,,,,
-86.02146238574818,39.883816758467539,6648,56259,STREET/STREET,BUILT/BUILT,GRADE,WALNUT WAY,SARGENT RD,KNOLLVALLEY LN,,,,,
-86.126945430987689,39.710819434299268,6649,87948,STREET/STREET,BUILT/BUILT,GRADE,RANDOLPH ST,ATLANTIC ST,,,,,,
-86.134507571864489,39.686789614373701,6650,86180,STREET/STREET,BUILT/BUILT,GRADE,EPLER AVE,MADISON AVE,,,,,,
-86.116803316476265,39.807068867721433,6651,71741,STREET/STREET,BUILT/BUILT,GRADE,RURAL ST,28TH ST,,,,,,
-86.028585340753679,39.828516806700584,6652,58173,STREET/STREET,BUILT/BUILT,GRADE,BROOKFIELD CT,CROSSBRIDGE DR,UNKNOWN,,,,,
-86.155438270241902,39.883101144565082,6653,53050,STREET/STREET,BUILT/BUILT,GRADE,PENNSYLVANIA ST,71ST ST,,,,,,
-86.050747266183706,39.666531073868022,6654,84847,STREET/STREET,BUILT/BUILT,GRADE,SOUTHPORT RD,SHELBYVILLE RD,,,,,,
-86.169095092286753,39.812257594817439,6655,77127,STREET/STREET,BUILT/BUILT,GRADE,CONGRESS AVE,ETHEL AVE,,,,,,
-85.966209717259545,39.812231527619836,6656,57330,STREET/STREET,BUILT/BUILT,GRADE,REDSKIN DR,REDSKIN PL,,,,,,
-86.180105954671674,39.787755051827766,6657,76619,STREET/STREET,BUILT/BUILT,GRADE,15TH ST,MONTCALM ST,,,,,,
-86.162676739992364,39.813744726121342,6658,77045,STREET/STREET,BUILT/BUILT,GRADE,GRACELAND AVE,32ND ST,,,,,,
-86.168598575362481,39.772970102080485,6659,74400,STREET/ALLEY,BUILT/BUILT,GRADE,CALIFORNIA ST,VERMONT ST,,,,,,
-85.957197458466268,39.778801102560521,6661,69696,STREET/STREET,BUILT/BUILT,GRADE,MUESSING ST,WELLAND ST,,,,,,
-86.120492109794213,39.693785470926329,6662,85862,STREET/STREET,BUILT/BUILT,GRADE,KEYSTONE AVE,THOMPSON RD,,,,,,
-86.104833526690484,39.781876612122524,6663,72531,STREET/ALLEY,BUILT/BUILT,GRADE,EWING ST,ALLEY 1050 N,,,,,,
-86.135353579423111,39.774283920403903,6664,73542,STREET/STREET,BUILT/BUILT,GRADE,MICHIGAN ST,ORIENTAL ST,,,,,,
-85.950067752601399,39.915802499617051,6665,56780,STREET/STREET,BUILT/BUILT,GRADE,PROMONTORY RD,OLD STONE DR,,,,,,
-86.173334715450792,39.804642594761866,6666,77138,STREET/STREET,BUILT/BUILT,GRADE,ROACHE ST,FRANKLIN PL,,,,,,
-86.235880529080433,39.72426978095092,6667,89540,STREET/STREET,BUILT/BUILT,GRADE,FARNSWORTH ST,TAFT AVE,,,,,,
-86.144562319793053,39.737270178874596,6668,88040,STREET/STREET,BUILT/BUILT,GRADE,RAYMOND ST,GARFIELD DR,,,,,,
-86.147053888512005,39.737183290857402,6669,88142,STREET/STREET,BUILT/BUILT,GRADE,RAYMOND ST,PLEASANT RUN PKWY NDR,,,,,,
-86.264909472414843,39.825166272142759,6670,79984,STREET/STREET,BUILT/BUILT,GRADE,LAWNDALE AVE,WESTHAVEN DR,,,,,,
-86.146296155686571,39.832316034004002,6671,80700,STREET/STREET,BUILT/BUILT,GRADE,42ND ST,BROADWAY ST,,,,,,
-86.269263321328424,39.676849407482933,6672,83368,STREET/STREET,BUILT/BUILT,GRADE,MILHOUSE RD,HIGH SCHOOL RD,,,,,,
-86.232152529508951,39.718587013041379,6673,89649,STREET/STREET,BUILT/BUILT,GRADE,RYBOLT AVE,PERRY ST,,,,,,
-86.165552326707029,39.801057819051806,6674,76045,STREET/STREET,BUILT/BUILT,GRADE,SHRIVER AVE,24TH ST,,,,,,
-86.123423616691767,39.740071235008067,6675,87993,STREET/STREET,BUILT/BUILT,GRADE,ST PAUL ST,CALHOUN ST,,,,,,
-86.087476586843152,39.778958218691045,6676,72308,STREET/STREET,BUILT/BUILT,GRADE,DEQUINCY ST,09TH ST,,,,,,
-86.261229342134286,39.748767900576354,6677,77925,STREET/STREET,BUILT/BUILT,GRADE,ALLEY 1300 S,LINDLEY AVE,CHELSEA RD,,,,,
-86.158625599381253,39.776804729980576,6678,74614,STREET/STREET,BUILT/BUILT,GRADE,PIERSON ST,WALNUT ST,,,,,,
-86.130649321527883,39.771094733547407,6679,73874,STREET/STREET,BUILT/BUILT,GRADE,STATE AVE,NEW YORK ST,,,,,,
-86.282631498591968,39.740640026144661,6680,89375,STREET/STREET,BUILT/BUILT,GRADE,SHANNON WAY,BANNER AVE,,,,,,
-85.953000352667175,39.780650883179156,6681,69213,STREET/STREET,BUILT/BUILT,GRADE,MICHIGAN ST,WASHINGTON COVE WAY,,,,,,
-86.160123639906757,39.761480914124661,6683,74608,STREET/STREET,BUILT/BUILT,GRADE,ILLINOIS ST,SOUTH ST,,,,,,
-85.96370569508214,39.893906707972235,6684,55996,STREET/STREET,BUILT/BUILT,GRADE,GEIST VALLEY CT,OLD OAKLAND BLVD WDR,GEIST VALLEY DR,,,,,
-86.157675519265155,39.77799465184215,6685,74055,STREET/STREET,BUILT/BUILT,GRADE,ST CLAIR ST,MERIDIAN ST,,,,,,
-86.082608974713793,39.711176588418077,6686,86896,STREET/STREET,BUILT/BUILT,GRADE,HORNET AVE,EMERSON AVE,,,,,,
-86.144388091554433,39.859366821733161,6687,81140,STREET/STREET,BUILT/BUILT,GRADE,58TH ST,CARROLLTON AVE,,,,,,
-86.249503950380273,39.794633999088404,6688,78455,STREET/STREET,BUILT/BUILT,GRADE,21ST ST,GERRARD AVE,,,,,,
-86.080957603786004,39.796245870388489,6689,71278,STREET/STREET,BUILT/BUILT,GRADE,SPENCER AVE,21ST ST,,,,,,
-85.994681082724028,39.674737367838461,6690,86233,STREET/STREET,BUILT/BUILT,GRADE,INDIAN CREEK RD S,HICKORY RD,,,,,,
-86.075100025348789,39.825761950380446,6691,58750,STREET/STREET,BUILT/BUILT,GRADE,WHITTIER PL,38TH ST NDR,,,,,,
-85.971256723114493,39.775794689070757,6692,69857,STREET/STREET,BUILT/BUILT,GRADE,WASHINGTON ST,GERMAN CHURCH RD,,,,,,
-86.112543485684498,39.799779068226648,6693,93081,STREET/ALLEY,BUILT/BUILT,GRADE,23RD ST,ALLEY 3150 E,,,,,,
-86.067382761294326,39.831140218754925,6694,58976,STREET/STREET,BUILT/BUILT,GRADE,41ST ST,BOLTON AVE,,,,,,
-86.141969343348961,39.807185786487608,6695,76958,STREET/STREET,BUILT/BUILT,GRADE,28TH ST,GUILFORD AVE,,,,,,
-86.275412968699754,39.778436711552025,6696,78525,STREET/STREET,BUILT/BUILT,GRADE,PRESTWICK LN,PRESTWICK DR,,,,,,
-86.214699459815719,39.784138309632333,6697,79060,STREET/STREET,BUILT/BUILT,GRADE,12TH ST,GROFF AVE,,,,,,
-86.147958090412359,39.799382202950994,6698,76110,STREET/STREET,BUILT/BUILT,GRADE,23RD ST,PARK AVE,,,,,,
-86.050168198207629,39.845103279731767,6699,58456,STREET/STREET,BUILT/BUILT,GRADE,DAVID ST,49TH ST,,,,,,
-86.214103180726241,39.814505084663715,6700,79952,STREET/STREET,BUILT/BUILT,GRADE,HIGHWOODS DR N,33RD ST,BONHAM DR,,,,,
-86.233055835253623,39.753708589671646,6701,78133,STREET/STREET,BUILT/BUILT,GRADE,LYONS AVE,RAY ST,,,,,,
-86.107115023823965,39.796070328509366,6702,71880,STREET/STREET,BUILT/BUILT,GRADE,21ST ST,OLNEY ST,,,,,,
-86.265839933603075,39.828376434336491,6703,79605,STREET/STREET,BUILT/BUILT,GRADE,VINEWOOD AVE,GATEWAY DR,,,,,,
-86.319548213810904,39.766164004326839,6704,82445,STREET/STREET,BUILT/BUILT,GRADE,CAMINITO RD,CORONADO RD,,,,,,
-86.21643329240483,39.829451040180885,6705,79812,STREET/STREET,BUILT/BUILT,GRADE,LINCOLN RD,42ND ST,,,,,,
-86.151211920487242,39.749007249328315,6706,72882,STREET/STREET,BUILT/BUILT,GRADE,PARKWAY AVE,NEW JERSEY ST,,,,,,
-86.164055261834946,39.833931660565149,6708,80551,STREET/STREET,BUILT/BUILT,GRADE,43RD ST,BOULEVARD PL,,,,,,
-86.286636534611276,39.763541445407384,6709,77774,STREET/STREET,BUILT/BUILT,GRADE,MORTWOOD ST,WAYNECROFT ST,,,,,,
-86.064318718639655,39.786742847363371,6710,70505,STREET/STREET,BUILT/BUILT,GRADE,VILLAGE PLAZA NDR,ARLINGTON AVE,14TH ST,,,,,
-86.27209121373383,39.83979789522796,6711,50587,STREET/STREET,BUILT/BUILT,GRADE,MAIDSTONE RD,,,,,,,
-86.285734832292405,39.686978270995908,6712,90266,STREET/STREET,BUILT/BUILT,GRADE,VEDDER PL,,,,,,,
-86.139908128242368,39.924014026470161,6713,52508,STREET/STREET,BUILT/BUILT,GRADE,BARCROFT LN,,,,,,,
-85.961611004428676,39.854793174296795,6714,57004,STREET/STREET,BUILT/BUILT,GRADE,WINDING WOOD DR,,,,,,,
-86.028525997247101,39.756175928088624,6715,69791,STREET/STREET,BUILT/BUILT,GRADE,PALAWAN WAY,,,,,,,
-86.286641927713802,39.836858573350241,6716,51605,STREET/STREET,BUILT/BUILT,GRADE,EAGLE CREEK PKWY,,,,,,,
-86.237900809593199,39.70426860208326,6717,83312,STREET/STREET,BUILT/BUILT,GRADE,MANN VILLAGE TERRACE,,,,,,,
-86.135438429060699,39.849169878858653,6718,81037,STREET/STREET,BUILT/BUILT,GRADE,LUZZANE DR,,,,,,,
-86.294812378691873,39.839387915164302,6719,51602,STREET/STREET,BUILT/BUILT,GRADE,STOUGHTON CT,,,,,,,
-85.988351525513735,39.880797394124492,6720,56594,STREET/STREET,BUILT/BUILT,GRADE,INDIAN LAKE BLVD S,,,,,,,
-86.30879665295322,39.775962277600982,6721,82247,STREET/STREET,BUILT/BUILT,GRADE,CHAPEL PINES DR,,,,,,,
-86.2095731212479,39.926183716107545,6722,53660,STREET/STREET,BUILT/BUILT,GRADE,LAKESHIRE LN,,,,,,,
-86.110479070683084,39.892553679789089,6723,54965,STREET/STREET,BUILT/BUILT,GRADE,SOMERSET BAY,,,,,,,
-86.143931031900308,39.760464363645255,6724,73720,STREET/STREET,BUILT/BUILT,GRADE,I-70 083 RAMP Q,,,,,,,
-86.220028169630595,39.817449920138344,6725,79497,STREET/STREET,BUILT/BUILT,GRADE,TIMBERSEDGE DR,,,,,,,
-86.242128176995465,39.879412953155061,6726,52769,STREET/STREET,BUILT/BUILT,GRADE,WILDWOOD CT,,,,,,,
-86.111326500543882,39.705658909993943,6727,87769,STREET/STREET,BUILT/BUILT,GRADE,CREEK WAY,,,,,,,
-86.288912015619331,39.81109506322742,6728,79340,STREET/STREET,BUILT/BUILT,GRADE,MARINER WAY,,,,,,,
-86.231609874176641,39.817467149230474,6729,91588,STREET/STREET,BUILT/BUILT,GRADE,FALCON DR,,,,,,,
-86.241596783601139,39.720480841116981,6730,90885,STREET/STREET,BUILT/BUILT,GRADE,TROY AVE,,,,,,,
-86.216106841403885,39.917133845671557,6731,52267,STREET/STREET,BUILT/BUILT,GRADE,BARNARD ST,,,,,,,
-86.098920158388765,39.680138854483261,6732,86184,STREET/STREET,BUILT/BUILT,GRADE,EDGEWOOD AVE,,,,,,,
-86.129581916172981,39.918733828694734,6733,53517,STREET/STREET,BUILT/BUILT,GRADE,90TH PL,,,,,,,
-86.326027239724695,39.88006640903258,6734,50385,STREET/STREET,BUILT/BUILT,GRADE,RACEWAY RD,,,,,,,
-86.069561449026224,39.685012027921424,6735,90956,STREET/STREET,BUILT/BUILT,GRADE,QUAIL CROSSING DR,,,,,,,
